configuration_id,plan_order,domain,pair,nA,nB,units,input_file,input_sha256,method,alpha,delta1,delta2,delta3,origin,attempt_path,status,validated,resource_limited,kA,kB,k,retained_A,retained_B,retained_total,solver_seconds,validation_seconds,warmup_seconds,total_seconds,peak_rss_mib,states,transitions,states_dequeued,completed_states_lower_bound,queue_size,chain_graphs_completed,graph_entered,solution_route,solver_optimality_claim,validation_status,limiting_phase,coupling_distance,coupling_feasible,raw_checkpoint_sha256,validation_proves_optimality,applicable_internal_seconds,effective_chain_cap,raw_status,supervisor_status,failure_reason,solver_time_kind,base_configuration_id,repetition,block_id,termination_reason,optional_measurement_status,configuration_sha256,raw_kA,raw_kB,raw_k,objective_consistency
hurricane:EP111954__EP021984:a0.5|CPS-2F|repetition2,70,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-2F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\70\attempts\timing070_92bb131272a2424bb912d1300124ef65,validated,True,False,6.0,16.0,16.0,0.24,0.1951219512195122,0.205607476635514,11.8010541999829,0.0022684000141453,8.883711999980733,21.295362500008196,232.4921875,7341.0,5699716.0,7341,7340,0.0,2,True,configuration_graph,True,validated,,391.07954231396457,True,be2c0906c4c185a6a6bce83fa521c08be0d7ab5be0c9b30623cfeae584ef7dfb,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|CPS-2F,2,r2:EP111954__EP021984,validated,completed,8b1b22e53a9144731c06441b8fdd62a73459b25afee75b338879c74aa1c1c714,6.0,16.0,16.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|CPS-3F|repetition2,71,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-3F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\71\attempts\timing071_f2ccb8a3533f4ab1a6dd7038a9772661,validated,True,False,25.0,79.0,79.0,1.0,0.9634146341463414,0.9719626168224299,0.05883749999338761,0.01488870001048781,6.189890199981164,6.972049100004369,195.40234375,493.0,1406.0,493,492,0.0,2,True,configuration_graph,True,validated,,411.7453872318912,True,a8179b8f65e0d6f878eab4ff80cc75a8010cc0ba733a7861583f501ac11af66c,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|CPS-3F,2,r2:EP111954__EP021984,validated,completed,958c09854df9d44ab8006329f2b1c86569715fe639939ebeef68f3279a335172,25.0,79.0,79.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|Independent continuous|repetition2,72,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent continuous,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\72\attempts\timing072_6b319c75c2c34bfea9b0dde9cad5b754,validated,True,False,4.0,16.0,16.0,0.16,0.1951219512195122,0.18691588785046728,0.13478890000260435,0.0020323999924585223,8.768450200004736,9.561010900011752,212.52734375,,,0,0,,0,False,independent_optimization,True,validated,,720.228597506722,False,057da7bf5d52542fca124d2db5c98d22fbdc16a30c248fbc88e4217b575d77d4,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|Independent continuous,2,r2:EP111954__EP021984,validated,completed,88fa67a549cbb367b7bf638d8d5e98ccf3a688821635bb40a7cfe81e65775e6c,4.0,16.0,16.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|Independent discrete|repetition2,73,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent discrete,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\73\attempts\timing073_105498b722554d44920498117b37a8c6,validated,True,False,60.0,75.0,75.0,0.967741935483871,0.9259259259259259,0.9440559440559441,0.01673899998422712,0.030532199976732954,5.734280699980445,6.533697300008498,195.3046875,,,0,0,,0,False,independent_optimization,True,validated,,2969.784643498885,True,9ae705218870a33c99f2d0e6a23326d95a5d6452bad99e3b9d358bb9c232646b,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|Independent discrete,2,r2:AL072006__AL011900,validated,completed,2a39eea89a0acdde628745ffd82f10a2c3b558eb254da7e9511747301a1ac47f,60.0,75.0,75.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|CPS-2F|repetition2,74,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-2F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\74\attempts\timing074_97d1a9346b4f4e0b9bd52194e83d1ff7,transition_budget_limit,False,True,,,,,,,25.176585799985332,,8.707325399998808,34.47257880002144,248.16015625,14181.0,20000001.0,2324,2323,11857.0,2,True,configuration_graph,False,not_run_no_solution,solver / configuration_graph,,,,False,55.0,800000 main,transition_budget_limit,worker_exited,product transition budget exceeded,time_to_termination,hurricane:AL072006__AL011900:a0.5|CPS-2F,2,r2:AL072006__AL011900,transition_budget_limit,,5a9d4de6818a8f2a6901caefb4c5baccc3bff76e24cfbbd8beae233aa55e3116,,,,not_validated
hurricane:AL072006__AL011900:a0.5|CPS-3F|repetition2,75,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-3F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\75\attempts\timing075_3694663095704e74a595e0788d4f26b1,validated,True,False,60.0,75.0,75.0,0.967741935483871,0.9259259259259259,0.9440559440559441,0.1255920999974478,0.02401240001199767,6.299741999973776,7.176109299995005,194.90234375,2724.0,14141.0,2724,2723,0.0,2,True,configuration_graph,True,validated,,2969.784643498885,True,a7c1f1435610aa0e3c9e551b13fa1288312fd2a3afe9c1ac4312999a4480d3b1,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|CPS-3F,2,r2:AL072006__AL011900,validated,completed,ffda9234af9654cd3ea7bc64e1fe533b9b1546da9192518b83ed2019041415fa,60.0,75.0,75.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|Independent continuous|repetition2,76,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent continuous,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\76\attempts\timing076_2106ac66808e4924bbfc7ab48e6e4bc7,validated,True,False,12.0,10.0,12.0,0.1935483870967742,0.12345679012345678,0.15384615384615385,0.19151869998313487,0.0024693000013940036,10.252745100005995,11.154360000015004,211.890625,,,0,0,,0,False,independent_optimization,True,validated,,2961.871080312045,True,65313f8c7471aa862fa7fe6d2d33526afb3d22a5f1f898d38ac36c8c4a42e3a2,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|Independent continuous,2,r2:AL072006__AL011900,validated,completed,9bb75d4a0d058756aebd71a6e1cbc8731d513c9f38ebe196818f0d3962109307,12.0,10.0,12.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|Independent discrete|repetition2,77,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent discrete,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\77\attempts\timing077_319189dc13d04b5bb066f349b58a0cbc,validated,True,False,28.0,27.0,28.0,0.9333333333333333,0.9310344827586207,0.9322033898305084,0.006551099999342114,0.004547799995634705,5.833427900011884,6.460817299986957,194.05078125,,,0,0,,0,False,independent_optimization,True,validated,,628.8969388779135,True,6913daf39fec359a18f04bc90478bba8f16c627f8d3421105c38fc9439abbe75,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|Independent discrete,2,r2:EP012014__EP212006,validated,completed,99605a313fba3f0453155399cbe7a29187c204abc5496a6baffcf345025c606e,28.0,27.0,28.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|CPS-2F|repetition2,78,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-2F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\78\attempts\timing078_c229e78196d9489283e8c89549d63081,validated,True,False,5.0,7.0,7.0,0.16666666666666666,0.2413793103448276,0.2033898305084746,1.062370400002692,0.0011579000274650753,8.788818400003947,10.49059010000201,220.53515625,3254.0,724841.0,3254,3253,0.0,2,True,configuration_graph,True,validated,,628.8969388779135,True,190acb80697766e1e43c596036f41c774940ba820c2c6c8df05fd4d708386fe9,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|CPS-2F,2,r2:EP012014__EP212006,validated,completed,229639f8bba9436e7974f504a4e5c18a18426057d87951ac66fcc6ad6b02370a,5.0,7.0,7.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|CPS-3F|repetition2,79,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-3F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\79\attempts\timing079_a3c4fcf86e9544a18b90f97efc92f060,validated,True,False,28.0,27.0,28.0,0.9333333333333333,0.9310344827586207,0.9322033898305084,0.03098760001012124,0.004485499986913055,5.786055399978068,6.465068700024858,195.0390625,269.0,777.0,269,268,0.0,2,True,configuration_graph,True,validated,,628.8969388779135,True,1dd683945ab7e7e74f208d7e5d9e6c5a621c84f985145fb4d81e10888ff26ac7,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|CPS-3F,2,r2:EP012014__EP212006,validated,completed,82072d0bd5f610d8d8cb97a69901c4bd616710c09940d7a6678deb3c176a7238,28.0,27.0,28.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|Independent continuous|repetition2,80,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent continuous,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\80\attempts\timing080_5745ed0d6a704cc0aef80381d109e632,validated,True,False,5.0,7.0,7.0,0.16666666666666666,0.2413793103448276,0.2033898305084746,0.016403699992224574,0.0012275000044610351,8.530658800009405,9.188742700003786,211.88671875,,,0,0,,0,False,independent_optimization,True,validated,,628.8969388779135,True,b6065f2bdb4965f019e0ab2cd44ee0e8a96c92734eaf935792b8ff6e3301b447,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|Independent continuous,2,r2:EP012014__EP212006,validated,completed,7a4b0286b428e67e054f7a944e7ea2a230a4659481c2dc1dc345722400841b25,5.0,7.0,7.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|CPS-2F|repetition3,81,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-2F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\81\attempts\timing081_b7e564b364004fabb2a3552cbcffb5f7,validated,True,False,5.0,5.0,5.0,0.2,0.2,0.2,8.219130400015274,0.0009197999897878617,8.873900300008245,17.667477699986193,223.84765625,5678.0,7076530.0,5678,5677,0.0,2,True,configuration_graph,True,validated,,426.1842176844774,True,221221724b592997082895e7ca8a20197c3137c09428373728a8fe08557b3391,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|CPS-2F,3,r3:AL031854__AL011991,validated,completed,8cebc225265b3d6549bb227424c43904f8f50e93a09a9d56189d06384758ecd5,5.0,5.0,5.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|CPS-3F|repetition3,82,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-3F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\82\attempts\timing082_ed13f44e02264e70b16e4a0d3cd2936d,validated,True,False,20.0,19.0,20.0,0.8,0.76,0.78,0.03616330001386814,0.00269059999845922,5.825706200004788,6.486699200002477,194.5859375,522.0,6544.0,522,521,0.0,2,True,configuration_graph,True,validated,,426.1842176844774,True,56975f8cab9828045dee427ddaf2ffa341b4520992f06d5a4b3837cd4dee5605,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|CPS-3F,3,r3:AL031854__AL011991,validated,completed,59b81a82548229576318e5d00c9d40136244a8504bac1424cee49bae6e63840a,20.0,19.0,20.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|Independent continuous|repetition3,83,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent continuous,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\83\attempts\timing083_d84a638aceb1487ab978b20fbe0bef43,validated,True,False,5.0,5.0,5.0,0.2,0.2,0.2,0.011315200012177229,0.0010591000027488917,8.981399000011152,9.728027500008466,210.99609375,,,0,0,,0,False,independent_optimization,True,validated,,725.5714648587692,False,d69c2c3ba84d1291d69c8be43fc93f9b77e448f99583f2024295d86a457e250a,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|Independent continuous,3,r3:AL031854__AL011991,validated,completed,42630b4e77761585992ba11fa770541bb34dd1dbf0c235f7032044ce22d77b8f,5.0,5.0,5.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|Independent discrete|repetition3,84,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent discrete,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\84\attempts\timing084_80703ecc324f4211bff59a6ec8b5d54c,validated,True,False,20.0,19.0,20.0,0.8,0.76,0.78,0.005722600006265566,0.0029242000018712133,6.229263999994146,6.881007999996655,194.2578125,,,0,0,,0,False,independent_optimization,True,validated,,426.1842176844774,True,b47de9eb63ad99773a87f8f272ace70c52e8a1a51fa60344586eda4afa1fa728,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|Independent discrete,3,r3:AL031854__AL011991,validated,completed,d0cd8f468c553d5445d4bdc7898da3b3367f6d283c973b783bf7e05c4310541d,20.0,19.0,20.0,agrees_with_primary
hurricane:EP021949__EP031949:a0.5|CPS-2F|repetition3,85,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,CPS-2F,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\85\attempts\timing085_0386a812673f4e6bb740b94ff58740d4,validated,True,False,5.0,6.0,6.0,0.2,0.24,0.22,1.663749999977881,0.0009343999845441431,8.837104000005638,11.059025200025644,223.1875,2828.0,975595.0,2828,2827,0.0,2,True,configuration_graph,True,validated,,559.2493332576446,True,53265b61a5b0777ea5c2615377cc37336e3c94189c149861e393c3d1735db517,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|CPS-2F,3,r3:EP021949__EP031949,validated,completed,e7f9822ec90e90856244535207440494628a72c6df5846e16eb3ac9b26da8c14,5.0,6.0,6.0,agrees_with_primary
hurricane:EP021949__EP031949:a0.5|CPS-3F|repetition3,86,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,CPS-3F,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\86\attempts\timing086_37650c94f3cb46fbbcf8cb191f844d34,validated,True,False,25.0,18.0,25.0,1.0,0.72,0.86,0.031276100024115294,0.0028074999863747507,5.735575799975777,6.351110299990978,193.828125,301.0,1923.0,301,300,0.0,2,True,configuration_graph,True,validated,,565.3421428246969,True,b8ac7de2d238ebae1f269a735dbfdfdd53fcdd35a12015fd3c4d2bde911ed1ed,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|CPS-3F,3,r3:EP021949__EP031949,validated,completed,bfe7ff12584250796b1e4677abf34cf28c7519e4fb61375ead7e9aef20f0f668,25.0,18.0,25.0,agrees_with_primary
hurricane:EP021949__EP031949:a0.5|Independent continuous|repetition3,87,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,Independent continuous,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\87\attempts\timing087_30db0f4fd2154870ad84f7df21d61a1d,validated,True,False,5.0,5.0,5.0,0.2,0.2,0.2,0.010556699999142438,0.000926099979551509,8.146136299998034,8.792801400006283,211.89453125,,,0,0,,0,False,independent_optimization,True,validated,,790.6098883954147,False,e8e7f8c5ece928b54e2048dfb95cec73ea13a6a93a6d2f01c2b0b0c3d9483425,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|Independent continuous,3,r3:EP021949__EP031949,validated,completed,4ed3b4d5e26d918cff5e5e8af2d26c28ccffa730d0f6352ad5d0f06af667ff79,5.0,5.0,5.0,agrees_with_primary
hurricane:EP021949__EP031949:a0.5|Independent discrete|repetition3,88,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,Independent discrete,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\88\attempts\timing088_469bd66de5e54646bbe69f6a857aa395,validated,True,False,25.0,18.0,25.0,1.0,0.72,0.86,0.00630859998636879,0.0032094999914988875,6.290014700003667,6.8780301999941,193.96875,,,0,0,,0,False,independent_optimization,True,validated,,565.3421428246969,True,74ee6a2bbf08b78015292e53b17c4244c16b9c89d7d6f1f8c8823f92b16d6f2c,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|Independent discrete,3,r3:EP021949__EP031949,validated,completed,242f621df27ff5e3ed753a2425daae8649eb6ab3fb71671ebfa7a66403ca5e71,25.0,18.0,25.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|CPS-2F|repetition3,89,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,CPS-2F,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\89\attempts\timing089_76513a8a806a437eba938b48534deb91,validated,True,False,16.0,15.0,16.0,0.7272727272727273,0.6818181818181818,0.7045454545454546,6.7771302000037394,0.027854399988427758,8.87269789999118,26.3111360000039,242.37109375,22004.0,6617064.0,22004,22003,0.0,2,True,configuration_graph,True,validated,,47.96448297438429,True,c30957a4cc2bb0fae36e31e6c265a1eaa865381cf8775bd6021d7b052188c236,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|CPS-2F,3,r3:1o7j.a__1d9q.d,validated,completed,e3e17434b296a3ac2cd989dadd6caa1338b758df0b7ee82ed7759d8075aecb53,16.0,15.0,16.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|CPS-3F|repetition3,90,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,CPS-3F,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\90\attempts\timing090_3ea503329f7f4480bb4e1d89547c569d,validated,True,False,20.0,19.0,20.0,0.9090909090909091,0.8636363636363636,0.8863636363636364,0.10649790000752546,0.006300900015048683,10.331290599977365,14.013411799998721,215.15234375,669.0,3170.0,669,668,0.0,2,True,configuration_graph,True,validated,,47.96448297438429,True,a06625a9618b7df01bc635453d9bf34420510d03cc40f6088fa1206c8de24d3c,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|CPS-3F,3,r3:1o7j.a__1d9q.d,validated,completed,c4d29558a7a49170504ee56b8e4015050de4c8f4118f7ae03df68c3d639a4d9f,20.0,19.0,20.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|Independent continuous|repetition3,91,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,Independent continuous,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\91\attempts\timing091_1355b8224b81406a85aaae8e366b4125,validated,True,False,16.0,15.0,16.0,0.7272727272727273,0.6818181818181818,0.7045454545454546,0.009854700008872896,0.002203900017775595,7.9776701999944635,10.969140599976527,229.5703125,,,0,0,,0,False,independent_optimization,True,validated,,47.96448297438429,True,440c998ab85487d3d8caff9adef4c84d355224507104865e0de1884a148eba35,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|Independent continuous,3,r3:1o7j.a__1d9q.d,validated,completed,e985aacee26e4ee248a7466fc3ea4959053de67d0aaa5cdbb6ee7f15ea047a3a,16.0,15.0,16.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|Independent discrete|repetition3,92,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,Independent discrete,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\92\attempts\timing092_5cb6f49df714490398d7382f6dd28c7c,validated,True,False,20.0,19.0,20.0,0.9090909090909091,0.8636363636363636,0.8863636363636364,0.005860899982508272,0.0028543999942485243,6.054762399988249,9.454461699991953,214.7265625,,,0,0,,0,False,independent_optimization,True,validated,,47.96448297438429,True,2f86beb94e6eb19e701bbd23441ae8b87441b1b71083e8b754a6b68afd7a04f6,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|Independent discrete,3,r3:1o7j.a__1d9q.d,validated,completed,48132b5120c49465c8c7183508b70b769f09a055d30256e1e1c056d1d8171c7d,20.0,19.0,20.0,agrees_with_primary
protein:1o7j.a__1hfj.c:a0.5|CPS-2F|repetition3,93,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,CPS-2F,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\93\attempts\timing093_fdad05574a6c41eaa261fad0b52f606e,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.3277652999968268,0.0024434999795630574,8.776002700004028,11.910189299989725,233.4921875,1273.0,168920.0,1273,1272,0.0,2,True,configuration_graph,True,validated,,0.9993252723713151,True,d225d78c69649cbdf7f36bd21ca3b374a09661d7800e9373fd523bb24259f1bc,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|CPS-2F,3,r3:1o7j.a__1hfj.c,validated,completed,41fcad2b48620a1dd061155fefc1a7a8efae19c8b4494f74246faa282e8396d0,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1hfj.c:a0.5|CPS-3F|repetition3,94,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,CPS-3F,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\94\attempts\timing094_c5a95295fe1a4cbb81eca1edf346e2cf,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.02742880000732839,0.0026498000079300255,5.728322400012985,8.898064699984388,216.34375,42.0,108.0,42,41,0.0,2,True,configuration_graph,True,validated,,0.9993252723713151,True,093d5c25235b98267ea83833b799baf27757f056883255610ab2bb1ce608f56e,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|CPS-3F,3,r3:1o7j.a__1hfj.c,validated,completed,a42dd5f5097c0d150cd720b29bd856df95c85c3614c5103d2d1098c63d5e3f7a,20.0,20.0,20.0,agrees_with_primary
