domain,pair,nA,nB,units,input_file,input_sha256,delta1,delta2,delta3,eligible,blocked_reason,stratum,size_quartile,ratio_group,selection_order,plan_order,configuration_id,alpha,method,reuse_path,configuration_json
hurricane,EP081967__EP101980,25,26,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP081967__EP101980.npz,0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c,58.49826189155207,56.24516977788647,275.4479155672447,True,,Q1_balanced,1,balanced,7,26,hurricane:EP081967__EP101980:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP081967__EP101980"", ""case"": ""hurricane:EP081967__EP101980:a0.5"", ""nA"": 25, ""nB"": 26, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 116.99652378310414, ""s_B"": 112.49033955577293, ""delta1"": 58.49826189155207, ""delta2"": 56.24516977788647, ""delta3"": 275.4479155672447, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP081967__EP101980.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_26"", ""certificate"": false, ""input_sha256"": ""0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP081967__EP101980:a0.5|CPS-3F""}"
hurricane,EP081967__EP101980,25,26,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP081967__EP101980.npz,0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c,58.49826189155207,56.24516977788647,275.4479155672447,True,,Q1_balanced,1,balanced,7,27,hurricane:EP081967__EP101980:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP081967__EP101980"", ""case"": ""hurricane:EP081967__EP101980:a0.5"", ""nA"": 25, ""nB"": 26, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 116.99652378310414, ""s_B"": 112.49033955577293, ""delta1"": 58.49826189155207, ""delta2"": 56.24516977788647, ""delta3"": 275.4479155672447, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP081967__EP101980.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_27"", ""certificate"": false, ""input_sha256"": ""0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP081967__EP101980:a0.5|Independent continuous""}"
hurricane,EP081967__EP101980,25,26,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP081967__EP101980.npz,0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c,58.49826189155207,56.24516977788647,275.4479155672447,True,,Q1_balanced,1,balanced,7,28,hurricane:EP081967__EP101980:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP081967__EP101980"", ""case"": ""hurricane:EP081967__EP101980:a0.5"", ""nA"": 25, ""nB"": 26, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 116.99652378310414, ""s_B"": 112.49033955577293, ""delta1"": 58.49826189155207, ""delta2"": 56.24516977788647, ""delta3"": 275.4479155672447, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP081967__EP101980.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_28"", ""certificate"": false, ""input_sha256"": ""0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP081967__EP101980:a0.5|Independent discrete""}"
hurricane,EP031994__EP031978,29,35,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031994__EP031978.npz,1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591,55.959134751814815,50.925845594557714,569.7520381273594,True,,Q2_balanced,2,balanced,8,29,hurricane:EP031994__EP031978:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP031994__EP031978"", ""case"": ""hurricane:EP031994__EP031978:a0.5"", ""nA"": 29, ""nB"": 35, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 111.91826950362963, ""s_B"": 101.85169118911543, ""delta1"": 55.959134751814815, ""delta2"": 50.925845594557714, ""delta3"": 569.7520381273594, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031994__EP031978.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_29"", ""certificate"": false, ""input_sha256"": ""1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031994__EP031978:a0.5|CPS-3F""}"
hurricane,EP031994__EP031978,29,35,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031994__EP031978.npz,1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591,55.959134751814815,50.925845594557714,569.7520381273594,True,,Q2_balanced,2,balanced,8,30,hurricane:EP031994__EP031978:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP031994__EP031978"", ""case"": ""hurricane:EP031994__EP031978:a0.5"", ""nA"": 29, ""nB"": 35, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 111.91826950362963, ""s_B"": 101.85169118911543, ""delta1"": 55.959134751814815, ""delta2"": 50.925845594557714, ""delta3"": 569.7520381273594, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031994__EP031978.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_30"", ""certificate"": false, ""input_sha256"": ""1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031994__EP031978:a0.5|Independent continuous""}"
hurricane,EP031994__EP031978,29,35,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031994__EP031978.npz,1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591,55.959134751814815,50.925845594557714,569.7520381273594,True,,Q2_balanced,2,balanced,8,31,hurricane:EP031994__EP031978:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP031994__EP031978"", ""case"": ""hurricane:EP031994__EP031978:a0.5"", ""nA"": 29, ""nB"": 35, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 111.91826950362963, ""s_B"": 101.85169118911543, ""delta1"": 55.959134751814815, ""delta2"": 50.925845594557714, ""delta3"": 569.7520381273594, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031994__EP031978.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_31"", ""certificate"": false, ""input_sha256"": ""1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031994__EP031978:a0.5|Independent discrete""}"
hurricane,EP031994__EP031978,29,35,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031994__EP031978.npz,1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591,55.959134751814815,50.925845594557714,569.7520381273594,True,,Q2_balanced,2,balanced,8,32,hurricane:EP031994__EP031978:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""EP031994__EP031978"", ""case"": ""hurricane:EP031994__EP031978:a0.5"", ""nA"": 29, ""nB"": 35, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 111.91826950362963, ""s_B"": 101.85169118911543, ""delta1"": 55.959134751814815, ""delta2"": 50.925845594557714, ""delta3"": 569.7520381273594, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031994__EP031978.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_32"", ""certificate"": false, ""input_sha256"": ""1d28bc38a35762d764489667768030a48b0d3b023d8e11cf8dd1e994b766d591"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031994__EP031978:a0.5|CPS-2F""}"
hurricane,EP021985__EP181984,41,36,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP021985__EP181984.npz,55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6,43.37875585432532,36.58753352077068,472.3424551981962,True,,Q3_balanced,3,balanced,9,33,hurricane:EP021985__EP181984:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP021985__EP181984"", ""case"": ""hurricane:EP021985__EP181984:a0.5"", ""nA"": 41, ""nB"": 36, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.75751170865064, ""s_B"": 73.17506704154135, ""delta1"": 43.37875585432532, ""delta2"": 36.58753352077068, ""delta3"": 472.3424551981962, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP021985__EP181984.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_33"", ""certificate"": false, ""input_sha256"": ""55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP021985__EP181984:a0.5|Independent continuous""}"
hurricane,EP021985__EP181984,41,36,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP021985__EP181984.npz,55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6,43.37875585432532,36.58753352077068,472.3424551981962,True,,Q3_balanced,3,balanced,9,34,hurricane:EP021985__EP181984:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP021985__EP181984"", ""case"": ""hurricane:EP021985__EP181984:a0.5"", ""nA"": 41, ""nB"": 36, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.75751170865064, ""s_B"": 73.17506704154135, ""delta1"": 43.37875585432532, ""delta2"": 36.58753352077068, ""delta3"": 472.3424551981962, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP021985__EP181984.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_34"", ""certificate"": false, ""input_sha256"": ""55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP021985__EP181984:a0.5|Independent discrete""}"
hurricane,EP021985__EP181984,41,36,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP021985__EP181984.npz,55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6,43.37875585432532,36.58753352077068,472.3424551981962,True,,Q3_balanced,3,balanced,9,35,hurricane:EP021985__EP181984:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""EP021985__EP181984"", ""case"": ""hurricane:EP021985__EP181984:a0.5"", ""nA"": 41, ""nB"": 36, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.75751170865064, ""s_B"": 73.17506704154135, ""delta1"": 43.37875585432532, ""delta2"": 36.58753352077068, ""delta3"": 472.3424551981962, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP021985__EP181984.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_35"", ""certificate"": false, ""input_sha256"": ""55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP021985__EP181984:a0.5|CPS-2F""}"
hurricane,EP021985__EP181984,41,36,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP021985__EP181984.npz,55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6,43.37875585432532,36.58753352077068,472.3424551981962,True,,Q3_balanced,3,balanced,9,36,hurricane:EP021985__EP181984:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP021985__EP181984"", ""case"": ""hurricane:EP021985__EP181984:a0.5"", ""nA"": 41, ""nB"": 36, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.75751170865064, ""s_B"": 73.17506704154135, ""delta1"": 43.37875585432532, ""delta2"": 36.58753352077068, ""delta3"": 472.3424551981962, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP021985__EP181984.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_36"", ""certificate"": false, ""input_sha256"": ""55cb19cbe18e96961f064d76de7fb24a5594e61c951d573b5bcccb3346af57b6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP021985__EP181984:a0.5|CPS-3F""}"
hurricane,AL101886__AL051950,25,38,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL101886__AL051950.npz,f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6,43.474298909026594,35.76313176940481,820.0003849815315,True,,Q3_unequal,3,unequal,10,37,hurricane:AL101886__AL051950:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""AL101886__AL051950"", ""case"": ""hurricane:AL101886__AL051950:a0.5"", ""nA"": 25, ""nB"": 38, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.94859781805319, ""s_B"": 71.52626353880962, ""delta1"": 43.474298909026594, ""delta2"": 35.76313176940481, ""delta3"": 820.0003849815315, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL101886__AL051950.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_37"", ""certificate"": false, ""input_sha256"": ""f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL101886__AL051950:a0.5|Independent discrete""}"
hurricane,AL101886__AL051950,25,38,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL101886__AL051950.npz,f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6,43.474298909026594,35.76313176940481,820.0003849815315,True,,Q3_unequal,3,unequal,10,38,hurricane:AL101886__AL051950:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""AL101886__AL051950"", ""case"": ""hurricane:AL101886__AL051950:a0.5"", ""nA"": 25, ""nB"": 38, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.94859781805319, ""s_B"": 71.52626353880962, ""delta1"": 43.474298909026594, ""delta2"": 35.76313176940481, ""delta3"": 820.0003849815315, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL101886__AL051950.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_38"", ""certificate"": false, ""input_sha256"": ""f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL101886__AL051950:a0.5|CPS-2F""}"
hurricane,AL101886__AL051950,25,38,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL101886__AL051950.npz,f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6,43.474298909026594,35.76313176940481,820.0003849815315,True,,Q3_unequal,3,unequal,10,39,hurricane:AL101886__AL051950:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""AL101886__AL051950"", ""case"": ""hurricane:AL101886__AL051950:a0.5"", ""nA"": 25, ""nB"": 38, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.94859781805319, ""s_B"": 71.52626353880962, ""delta1"": 43.474298909026594, ""delta2"": 35.76313176940481, ""delta3"": 820.0003849815315, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL101886__AL051950.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_39"", ""certificate"": false, ""input_sha256"": ""f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL101886__AL051950:a0.5|CPS-3F""}"
hurricane,AL101886__AL051950,25,38,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL101886__AL051950.npz,f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6,43.474298909026594,35.76313176940481,820.0003849815315,True,,Q3_unequal,3,unequal,10,40,hurricane:AL101886__AL051950:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""AL101886__AL051950"", ""case"": ""hurricane:AL101886__AL051950:a0.5"", ""nA"": 25, ""nB"": 38, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 86.94859781805319, ""s_B"": 71.52626353880962, ""delta1"": 43.474298909026594, ""delta2"": 35.76313176940481, ""delta3"": 820.0003849815315, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL101886__AL051950.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_40"", ""certificate"": false, ""input_sha256"": ""f25f94d3a701d9a25b14646dc7b39b615e35be775c28cac17d3aa907bd4c8de6"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL101886__AL051950:a0.5|Independent continuous""}"
