curve_A,curve_B,name_A,year_A,name_B,year_B,basin,n_A,n_B,len_A_km,len_B_km,c_cube_A,c_cube_B,c_ball_A,c_ball_B,c_cube_pair,c_ball_pair,frechet_km,discrete_frechet_km,frechet_over_len
EP131974,EP112012,MAGGIE,1974,KRISTY,2012,pacific,27,33,1971.7,2644.4,2.7761,5.4589,2.0592,4.2784,5.4589,4.2784,702.12,701.72,0.3561
EP151967,EP042002,PRISCILLA,1967,CRISTINA,2002,pacific,27,30,2883.9,2784.4,2.7901,2.9566,2.0918,2.2326,2.9566,2.2326,702.68,702.25,0.2524
EP091982,EP191990,IVA,1982,ODILE,1990,pacific,30,35,2868.6,3292.0,2.2791,4.0465,2.0641,3.3713,4.0465,3.3713,703.23,704.4,0.2451
EP081978,EP121991,HECTOR,1978,JIMENA,1991,pacific,32,46,3427.7,3878.5,2.6082,2.8339,2.0779,2.121,2.8339,2.121,703.81,703.22,0.2053
AL111924,AL061939,UNNAMED,1924,UNNAMED,1939,atlantic,38,39,3600.4,3738.4,2.9806,3.5487,2.1901,3.2012,3.5487,3.2012,704.56,702.8,0.1957
EP081967,EP091995,ILSA,1967,HENRIETTE,1995,pacific,25,29,2807.9,2968.8,2.6302,3.0336,2.1478,2.1887,3.0336,2.1887,705.8,705.25,0.2514
EP032013,EP061968,COSME,2013,FERNANDA,1968,pacific,30,41,4003.0,4586.5,2.7199,2.8185,2.0488,2.3866,2.8185,2.3866,706.95,703.97,0.1766
EP072012,EP152007,GILMA,2012,KIKO,2007,pacific,33,50,2276.0,3113.0,3.3391,3.8251,2.6973,3.5294,3.8251,3.5294,708.11,707.64,0.3111
AL081989,AL141979,FELIX,1989,GLORIA,1979,atlantic,63,44,6264.8,5607.2,3.4582,3.8092,3.1675,3.2448,3.8092,3.2448,708.46,709.01,0.1263
AL091980,AL081996,GEORGES,1980,HORTENSE,1996,atlantic,32,53,6791.1,7347.0,3.0092,3.289,2.4101,2.445,3.289,2.445,708.58,712.63,0.1043
EP131974,EP012002,MAGGIE,1974,ALMA,2002,pacific,27,31,1971.7,2231.6,2.7761,3.3669,2.0592,2.7706,3.3669,2.7706,709.58,708.35,0.3599
EP191982,EP061982,TARA,1982,FABIO,1982,pacific,27,32,3357.3,3229.7,2.8328,2.8377,2.1091,2.0413,2.8377,2.1091,709.79,709.98,0.2198
AL021892,AL121933,UNNAMED,1892,UNNAMED,1933,atlantic,40,60,6894.2,7533.5,2.7966,2.9834,2.393,2.5195,2.9834,2.5195,711.12,706.11,0.1031
EP151967,EP011985,PRISCILLA,1967,ANDRES,1985,pacific,27,27,2883.9,3111.4,2.7901,2.8576,2.0918,2.3069,2.8576,2.3069,711.18,710.71,0.2466
EP131990,EP092012,JULIO,1990,ILEANA,2012,pacific,32,47,4291.8,4321.6,2.1848,2.9081,2.0464,2.1872,2.9081,2.1872,711.49,711.68,0.1658
EP051990,EP112004,ELIDA,1990,HOWARD,2004,pacific,26,44,3108.3,3817.7,2.5768,3.4043,2.0222,2.9561,3.4043,2.9561,712.38,713.47,0.2292
EP041978,EP092012,DANIEL,1978,ILEANA,2012,pacific,29,47,4135.6,4321.6,2.4797,2.9081,2.0329,2.1872,2.9081,2.1872,712.78,713.57,0.1724
EP111993,EP021983,JOVA,1993,BARBARA,1983,pacific,32,38,2920.1,3112.4,2.2906,3.1154,2.0346,2.2504,3.1154,2.2504,712.79,711.96,0.2441
EP101983,EP131986,JULIETTE,1983,MADELINE,1986,pacific,31,28,2490.7,3514.4,3.016,3.1286,2.2648,2.6228,3.1286,2.6228,715.01,714.4,0.2871
EP141991,EP191990,LINDA,1991,ODILE,1990,pacific,42,35,2907.1,3292.0,2.8388,4.0465,2.3671,3.3713,4.0465,3.3713,715.34,715.28,0.2461
EP061981,EP041966,FERNANDA,1981,DOLORES,1966,pacific,27,38,4031.5,4065.1,2.8343,3.6252,2.0435,2.7822,3.6252,2.7822,717.23,718.44,0.1779
AL041941,AL021878,UNNAMED,1941,UNNAMED,1878,atlantic,29,45,4042.3,4466.6,2.6233,2.824,2.07,2.1208,2.824,2.1208,718.16,717.91,0.1777
EP081978,EP091995,HECTOR,1978,HENRIETTE,1995,pacific,32,29,3427.7,2968.8,2.6082,3.0336,2.0779,2.1887,3.0336,2.1887,718.63,719.52,0.2421
AL051876,AL181933,UNNAMED,1876,UNNAMED,1933,atlantic,49,55,3885.2,3636.2,2.6824,3.3458,2.1333,2.6448,3.3458,2.6448,718.9,722.02,0.1977
EP042006,EP131986,CARLOTTA,2006,MADELINE,1986,pacific,33,28,3342.9,3514.4,2.2134,3.1286,2.0248,2.6228,3.1286,2.6228,719.72,719.28,0.2153
AL071989,AL121980,ERIN,1989,FRANCES,1980,atlantic,37,61,5993.9,7835.2,2.864,3.0113,2.2455,2.4616,3.0113,2.4616,720.11,721.63,0.1201
AL041928,AL061938,UNNAMED,1928,UNNAMED,1938,atlantic,62,57,9511.2,8924.5,2.8954,3.3651,2.3954,3.1728,3.3651,3.1728,721.87,722.24,0.0809
EP131987,EP112004,MAX,1987,HOWARD,2004,pacific,29,44,2973.4,3817.7,2.9343,3.4043,2.1027,2.9561,3.4043,2.9561,722.48,723.22,0.243
EP031986,EP062012,CELIA,1986,FABIO,2012,pacific,25,40,2592.1,3584.5,2.7874,3.0897,2.0621,2.484,3.0897,2.484,723.59,723.42,0.2792
EP031988,EP112004,CARLOTTA,1988,HOWARD,2004,pacific,28,44,2785.9,3817.7,2.411,3.4043,2.065,2.9561,3.4043,2.9561,724.36,724.21,0.26
AL071891,AL111878,UNNAMED,1891,UNNAMED,1878,atlantic,25,33,3447.3,4473.2,2.7368,2.8972,2.1716,2.5201,2.8972,2.5201,725.32,724.0,0.2104
EP041983,EP191982,DALILIA,1983,TARA,1982,pacific,26,27,3053.3,3357.3,2.6498,2.8328,2.0481,2.1091,2.8328,2.1091,725.7,725.45,0.2377
EP072007,EP101983,DALILA,2007,JULIETTE,1983,pacific,34,31,2513.5,2490.7,2.8999,3.016,2.3392,2.2648,3.016,2.3392,726.89,727.06,0.2918
EP141971,EP012011,NANETTE,1971,ADRIAN,2011,pacific,27,30,2785.4,2275.3,2.9325,3.1479,2.1728,2.6988,3.1479,2.6988,727.03,726.06,0.3195
AL091943,AL021943,UNNAMED,1943,UNNAMED,1943,atlantic,25,26,3200.5,3415.3,2.6796,2.8551,2.1445,2.3126,2.8551,2.3126,728.66,727.42,0.2277
AL021880,AL021919,UNNAMED,1880,UNNAMED,1919,atlantic,45,59,5025.2,5116.6,2.8083,3.0694,2.1374,2.2353,3.0694,2.2353,729.97,726.93,0.1453
EP042006,EP031978,CARLOTTA,2006,CARLOTTA,1978,pacific,33,35,3342.9,3463.0,2.2134,2.8311,2.0248,2.1831,2.8311,2.1831,730.91,728.09,0.2186
EP072007,EP072012,DALILA,2007,GILMA,2012,pacific,34,33,2513.5,2276.0,2.8999,3.3391,2.3392,2.6973,3.3391,2.6973,731.16,731.19,0.3212
AL061909,AL051933,UNNAMED,1909,UNNAMED,1933,atlantic,34,51,4698.2,5012.8,2.424,2.9093,2.0267,2.0897,2.9093,2.0897,732.26,730.93,0.1559
AL062006,AL021896,ERNESTO,2006,UNNAMED,1896,atlantic,47,52,5174.4,4985.0,2.8083,3.0351,2.2148,2.6073,3.0351,2.6073,734.76,737.04,0.1474
AL081969,AL062001,DEBBIE,1969,ERIN,2001,atlantic,45,62,8034.3,8898.8,3.1324,3.404,2.5706,2.6974,3.404,2.6974,735.92,738.77,0.0916
AL141916,AL051985,UNNAMED,1916,ELENA,1985,atlantic,43,33,3979.4,3913.5,2.9376,4.73,2.4142,4.3935,4.73,4.3935,736.45,737.25,0.1882
AL182011,AL071912,RINA,2011,UNNAMED,1912,atlantic,31,42,1667.2,1985.1,3.2447,4.6894,2.8272,4.0919,4.6894,4.0919,737.44,737.17,0.4423
EP111993,EP152001,JOVA,1993,MANUEL,2001,pacific,32,31,2920.1,2919.0,2.2906,2.9444,2.0346,2.393,2.9444,2.393,737.45,738.47,0.2526
EP041994,EP082009,DANIEL,1994,FELICIA,2009,pacific,26,33,3612.9,3772.3,2.3289,2.6616,2.0289,2.0327,2.6616,2.0327,738.19,738.43,0.2043
AL021896,AL021876,UNNAMED,1896,UNNAMED,1876,atlantic,52,33,4985.0,5345.6,3.0351,3.1854,2.6073,2.6632,3.1854,2.6632,738.66,741.24,0.1482
EP111993,EP041975,JOVA,1993,DENISE,1975,pacific,32,41,2920.1,3430.7,2.2906,3.506,2.0346,3.3506,3.506,3.3506,739.17,739.4,0.2531
AL111916,AL041962,UNNAMED,1916,DAISY,1962,atlantic,31,41,4928.6,5757.0,2.8072,3.0805,2.2611,2.4553,3.0805,2.4553,740.18,737.8,0.1502
EP101989,EP081980,GIL,1989,HOWARD,1980,pacific,27,30,2425.7,2637.3,2.8082,2.8224,2.0463,2.0695,2.8224,2.0695,742.11,740.99,0.3059
EP141978,EP091959,NORMAN,1978,UNNAMED,1959,pacific,30,31,3921.7,3358.2,2.7288,2.9587,2.2713,2.1888,2.9587,2.2713,742.78,740.96,0.2212
EP161970,EP092012,PATRICIA,1970,ILEANA,2012,pacific,31,47,3843.2,4321.6,2.5225,2.9081,2.0684,2.1872,2.9081,2.1872,743.15,742.88,0.1934
AL071891,AL061939,UNNAMED,1891,UNNAMED,1939,atlantic,25,39,3447.3,3738.4,2.7368,3.5487,2.1716,3.2012,3.5487,3.2012,743.24,743.76,0.2156
EP031986,EP172013,CELIA,1986,RAYMOND,2013,pacific,25,48,2592.1,3159.2,2.7874,5.3323,2.0621,4.6727,5.3323,4.6727,743.39,746.53,0.2868
EP081967,EP131986,ILSA,1967,MADELINE,1986,pacific,25,28,2807.9,3514.4,2.6302,3.1286,2.1478,2.6228,3.1286,2.6228,743.75,742.59,0.2649
EP042014,EP091995,DOUGLAS,2014,HENRIETTE,1995,pacific,42,29,2709.5,2968.8,2.861,3.0336,2.0793,2.1887,3.0336,2.1887,743.75,743.03,0.2745
AL061935,AL221971,UNNAMED,1935,LAURA,1971,atlantic,36,39,2723.3,2451.4,4.427,5.4142,4.0086,4.5027,5.4142,4.5027,744.69,745.61,0.3038
EP131985,EP091995,MARTY,1985,HENRIETTE,1995,pacific,29,29,2793.0,2968.8,2.6219,3.0336,2.0863,2.1887,3.0336,2.1887,745.72,744.9,0.267
EP111985,EP131986,KEVIN,1985,MADELINE,1986,pacific,36,28,3463.1,3514.4,2.5263,3.1286,2.0471,2.6228,3.1286,2.6228,747.01,747.91,0.2157
EP212015,EP131986,RICK,2015,MADELINE,1986,pacific,33,28,2656.5,3514.4,3.0267,3.1286,2.7244,2.6228,3.1286,2.7244,748.84,747.25,0.2819
EP121968,EP112004,LIZA,1968,HOWARD,2004,pacific,37,44,3210.0,3817.7,2.8112,3.4043,2.2138,2.9561,3.4043,2.9561,750.07,750.18,0.2337
EP141997,EP041979,LINDA,1997,DOLORES,1979,pacific,34,27,2843.1,3344.6,2.7992,2.8028,2.0408,2.0829,2.8028,2.0829,750.65,750.44,0.264
AL051876,AL061939,UNNAMED,1876,UNNAMED,1939,atlantic,49,39,3885.2,3738.4,2.6824,3.5487,2.1333,3.2012,3.5487,3.2012,751.28,750.12,0.201
EP071992,EP161985,FRANK,1992,PAULINE,1985,pacific,42,53,4585.7,5762.1,2.7802,2.8964,2.2598,2.3853,2.8964,2.3853,752.54,751.22,0.1641
EP032014,EP172013,CRISTINA,2014,RAYMOND,2013,pacific,41,48,2223.0,3159.2,5.2152,5.3323,4.3298,4.6727,5.3323,4.6727,754.25,754.2,0.3393
AL061940,AL021916,UNNAMED,1940,UNNAMED,1916,atlantic,29,51,3262.2,3430.4,2.9051,3.7624,2.3869,3.145,3.7624,3.145,754.53,755.31,0.2313
EP101975,EP191982,JEWEL,1975,TARA,1982,pacific,31,27,3215.6,3357.3,2.332,2.8328,2.0541,2.1091,2.8328,2.1091,755.19,753.27,0.2349
EP101980,EP131986,JAVIER,1980,MADELINE,1986,pacific,26,28,2812.3,3514.4,2.6574,3.1286,2.0604,2.6228,3.1286,2.6228,756.96,756.39,0.2692
EP031991,EP151990,CARLOS,1991,LOWELL,1990,pacific,45,36,4480.9,4377.3,2.2153,2.2636,2.0679,2.0759,2.2636,2.0759,757.0,754.47,0.1729
EP112004,EP231990,HOWARD,2004,TRUDY,1990,pacific,44,67,3817.7,3867.9,3.4043,6.0575,2.9561,5.801,6.0575,5.801,757.39,757.47,0.1984
EP071971,EP131986,GEORGETTE,1971,MADELINE,1986,pacific,29,28,3063.9,3514.4,2.8533,3.1286,2.0997,2.6228,3.1286,2.6228,758.71,757.76,0.2476
EP021999,EP051990,BEATRIZ,1999,ELIDA,1990,pacific,32,26,3468.8,3108.3,2.5217,2.5768,2.0478,2.0222,2.5768,2.0478,761.62,764.13,0.245
EP071972,EP041963,GWEN,1972,JEN-KATH,1963,pacific,37,39,3423.8,4724.2,2.8603,3.3479,2.1205,2.7539,3.3479,2.7539,762.14,760.08,0.2226
EP091972,EP191982,IVA,1972,TARA,1982,pacific,33,27,2969.9,3357.3,2.7878,2.8328,2.1127,2.1091,2.8328,2.1127,762.45,763.45,0.2567
EP081980,EP111983,HOWARD,1980,KIKO,1983,pacific,30,36,2637.3,2531.4,2.8224,2.8347,2.0695,2.0963,2.8347,2.0963,763.46,765.17,0.3016
AL041999,AL101989,CINDY,1999,GABRIELLE,1989,atlantic,51,58,6340.4,7503.5,2.8712,4.3281,2.4753,3.9177,4.3281,3.9177,764.49,763.09,0.1206
EP111993,EP131987,JOVA,1993,MAX,1987,pacific,32,29,2920.1,2973.4,2.2906,2.9343,2.0346,2.1027,2.9343,2.1027,764.71,765.11,0.2619
EP111983,EP152001,KIKO,1983,MANUEL,2001,pacific,36,31,2531.4,2919.0,2.8347,2.9444,2.0963,2.393,2.9444,2.393,764.83,763.09,0.3021
EP111995,EP142014,JULIETTE,1995,NORBERT,2014,pacific,41,35,2380.4,2287.0,4.4299,4.6331,3.7224,4.3671,4.6331,4.3671,767.13,767.1,0.3354
AL111932,AL021916,UNNAMED,1932,UNNAMED,1916,atlantic,47,51,3795.5,3430.4,2.9879,3.7624,2.4064,3.145,3.7624,3.145,767.31,766.86,0.2237
EP012002,EP032014,ALMA,2002,CRISTINA,2014,pacific,31,41,2231.6,2223.0,3.3669,5.2152,2.7706,4.3298,5.2152,4.3298,769.14,768.43,0.346
EP112007,EP192014,HENRIETTE,2007,SIMON,2014,pacific,30,35,2676.4,2992.3,2.6406,3.0425,2.103,2.5536,3.0425,2.5536,770.03,771.47,0.2877
EP102004,EP041984,GEORGETTE,2004,DOUGLAS,1984,pacific,33,48,4364.6,4736.7,2.4515,2.5588,2.0278,2.0351,2.5588,2.0351,770.69,773.55,0.1766
EP071973,EP072007,GLENDA,1973,DALILA,2007,pacific,25,34,2916.4,2513.5,2.6344,2.8999,2.1244,2.3392,2.8999,2.3392,771.46,770.54,0.3069
AL121980,AL121973,FRANCES,1980,ELLEN,1973,atlantic,61,37,7835.2,7795.5,3.0113,3.2404,2.4616,2.6566,3.2404,2.6566,771.48,773.39,0.099
EP141971,EP141998,NANETTE,1971,LESTER,1998,pacific,27,47,2785.4,2956.3,2.9325,3.8813,2.1728,3.4825,3.8813,3.4825,771.73,772.26,0.2771
EP081993,EP061968,GREG,1993,FERNANDA,1968,pacific,56,41,4354.3,4586.5,2.5891,2.8185,2.2162,2.3866,2.8185,2.3866,771.93,771.45,0.1773
EP041979,EP032004,DOLORES,1979,BLAS,2004,pacific,27,28,3344.6,2945.4,2.8028,2.9286,2.0829,2.4932,2.9286,2.4932,772.42,773.69,0.2622
EP042006,EP191982,CARLOTTA,2006,TARA,1982,pacific,33,27,3342.9,3357.3,2.2134,2.8328,2.0248,2.1091,2.8328,2.1091,773.07,773.94,0.2313
EP071990,EP131987,FAUSTO,1990,MAX,1987,pacific,28,29,2874.0,2973.4,2.8029,2.9343,2.0342,2.1027,2.9343,2.1027,773.66,771.94,0.2692
EP121991,EP151985,JIMENA,1991,OLAF,1985,pacific,46,38,3878.5,3777.1,2.8339,2.9436,2.121,2.377,2.9436,2.377,776.23,779.0,0.2055
EP031968,EP112004,CELESTE,1968,HOWARD,2004,pacific,27,44,2831.4,3817.7,2.2915,3.4043,2.0375,2.9561,3.4043,2.9561,776.32,775.68,0.2742
EP072007,EP171994,DALILA,2007,OLIVIA,1994,pacific,34,31,2513.5,2470.6,2.8999,4.5709,2.3392,4.095,4.5709,4.095,777.02,777.58,0.3145
EP101983,EP152007,JULIETTE,1983,KIKO,2007,pacific,31,50,2490.7,3113.0,3.016,3.8251,2.2648,3.5294,3.8251,3.5294,777.07,778.72,0.312
EP081967,EP061992,ILSA,1967,ESTELLE,1992,pacific,25,34,2807.9,3046.5,2.6302,2.9778,2.1478,2.2551,2.9778,2.2551,777.21,777.87,0.2768
EP072007,EP042002,DALILA,2007,CRISTINA,2002,pacific,34,30,2513.5,2784.4,2.8999,2.9566,2.3392,2.2326,2.9566,2.3392,777.54,775.82,0.3093
EP092002,EP211992,GENEVIEVE,2002,SEYMOUR,1992,pacific,26,40,2291.9,2673.6,2.8155,2.8555,2.1319,2.4057,2.8555,2.4057,778.08,776.71,0.3395
EP041981,EP211992,DORA,1981,SEYMOUR,1992,pacific,25,40,2550.6,2673.6,2.2209,2.8555,2.0216,2.4057,2.8555,2.4057,778.92,779.35,0.3054
EP081980,EP071995,HOWARD,1980,FLOSSIE,1995,pacific,30,27,2637.3,1994.8,2.8224,2.8638,2.0695,2.0764,2.8638,2.0764,779.18,779.61,0.3906
AL091944,AL031917,UNNAMED,1944,UNNAMED,1917,atlantic,29,35,6831.3,7529.5,2.7522,2.9348,2.3201,2.4959,2.9348,2.4959,779.24,780.78,0.1141
EP041953,EP162003,UNNAMED,1953,PATRICIA,2003,pacific,25,25,1778.2,1817.2,2.8063,2.8272,2.0843,2.093,2.8272,2.093,780.08,779.27,0.4387
EP021949,EP132003,UNNAMED,1949,MARTY,2003,pacific,25,31,1932.2,2213.3,2.8231,4.7409,2.1257,4.1061,4.7409,4.1061,780.44,781.24,0.4039
AL021972,AL171995,AGNES,1972,OPAL,1995,atlantic,35,39,3426.9,3919.8,3.1446,3.9687,2.4025,3.5222,3.9687,3.5222,780.45,778.51,0.2277
EP142005,EP012015,NORMA,2005,ANDRES,2015,pacific,33,40,1963.6,2669.1,3.1656,4.4998,2.6365,3.8035,4.4998,3.8035,780.66,780.34,0.3976
AL151988,AL021958,UNNAMED,1988,BECKY,1958,atlantic,45,37,7446.4,7970.5,2.9555,2.9785,2.7454,2.6437,2.9785,2.7454,781.22,779.06,0.1049
EP111975,EP191982,KATRINA,1975,TARA,1982,pacific,37,27,3428.8,3357.3,2.8206,2.8328,2.1006,2.1091,2.8328,2.1091,781.6,780.82,0.2328
AL052001,AL071887,DEAN,2001,UNNAMED,1887,atlantic,27,39,5127.3,6531.7,2.9045,3.0438,2.3175,2.7666,3.0438,2.7666,781.96,781.2,0.1525
AL081999,AL041851,FLOYD,1999,UNNAMED,1851,atlantic,50,49,7702.3,8284.2,3.1819,3.2659,2.5279,2.7592,3.2659,2.7592,781.98,780.27,0.1015
EP101972,EP132003,JOANNE,1972,MARTY,2003,pacific,29,31,2978.3,2213.3,2.7894,4.7409,2.1554,4.1061,4.7409,4.1061,782.01,781.87,0.3533
EP041983,EP112004,DALILIA,1983,HOWARD,2004,pacific,26,44,3053.3,3817.7,2.6498,3.4043,2.0481,2.9561,3.4043,2.9561,782.53,781.63,0.2563
AL052006,AL092013,DEBBY,2006,HUMBERTO,2013,atlantic,26,46,3877.4,4423.9,2.7136,3.5844,2.1596,2.8756,3.5844,2.8756,782.58,785.02,0.2018
AL111979,AL021915,FREDERIC,1979,UNNAMED,1915,atlantic,68,75,10356.8,10909.0,3.0315,3.1269,2.8498,2.8772,3.1269,2.8772,783.06,782.93,0.0756
EP051966,EP051952,EILEEN,1966,UNNAMED,1952,pacific,25,29,2426.8,2268.3,2.6612,2.7852,2.2814,2.0579,2.7852,2.2814,783.32,784.12,0.3453
AL111901,AL121987,UNNAMED,1901,EMILY,1987,atlantic,39,30,5970.8,7375.4,2.8926,3.0292,2.3448,2.5718,3.0292,2.5718,783.53,780.41,0.1312
EP081967,EP112004,ILSA,1967,HOWARD,2004,pacific,25,44,2807.9,3817.7,2.6302,3.4043,2.1478,2.9561,3.4043,2.9561,784.05,782.6,0.2792
EP031988,EP091995,CARLOTTA,1988,HENRIETTE,1995,pacific,28,29,2785.9,2968.8,2.411,3.0336,2.065,2.1887,3.0336,2.1887,784.77,783.84,0.2817
EP081996,EP111995,ELIDA,1996,JULIETTE,1995,pacific,29,41,1737.1,2380.4,3.2483,4.4299,2.5362,3.7224,4.4299,3.7224,785.27,784.82,0.4521
AL182011,AL061926,RINA,2011,UNNAMED,1926,atlantic,31,27,1667.2,1840.3,3.2447,4.0624,2.8272,3.428,4.0624,3.428,785.82,785.74,0.4713
AL061887,AL071894,UNNAMED,1887,UNNAMED,1894,atlantic,38,42,7405.7,6512.5,2.9443,3.4457,2.7551,2.9982,3.4457,2.9982,786.71,789.62,0.1208
AL041994,AL011963,CHRIS,1994,ARLENE,1963,atlantic,30,43,5360.2,6706.8,2.8326,3.1704,2.2511,2.5347,3.1704,2.5347,787.44,784.94,0.1469
EP031988,EP131986,CARLOTTA,1988,MADELINE,1986,pacific,28,28,2785.9,3514.4,2.411,3.1286,2.065,2.6228,3.1286,2.6228,787.79,788.87,0.2828
EP152007,EP171994,KIKO,2007,OLIVIA,1994,pacific,50,31,3113.0,2470.6,3.8251,4.5709,3.5294,4.095,4.5709,4.095,788.29,788.43,0.3191
EP081993,EP061981,GREG,1993,FERNANDA,1981,pacific,56,27,4354.3,4031.5,2.5891,2.8343,2.2162,2.0435,2.8343,2.2162,789.82,787.44,0.1959
AL021879,AL031966,UNNAMED,1879,CELIA,1966,atlantic,32,36,6010.8,5654.6,3.0799,3.9638,2.3144,3.1503,3.9638,3.1503,790.22,794.21,0.1397
EP051995,EP211992,DALILA,1995,SEYMOUR,1992,pacific,36,40,2395.2,2673.6,2.7656,2.8555,2.2575,2.4057,2.8555,2.4057,790.28,789.58,0.3299
EP051952,EP092002,UNNAMED,1952,GENEVIEVE,2002,pacific,29,26,2268.3,2291.9,2.7852,2.8155,2.0579,2.1319,2.8155,2.1319,790.79,789.34,0.3486
EP172013,EP112012,RAYMOND,2013,KRISTY,2012,pacific,48,33,3159.2,2644.4,5.3323,5.4589,4.6727,4.2784,5.4589,4.6727,791.51,789.54,0.2993
EP161983,EP031957,PRISCILLA,1983,UNNAMED,1957,pacific,26,27,2463.9,2269.0,2.6211,2.9228,2.1439,2.1816,2.9228,2.1816,791.54,792.53,0.3488
EP151967,EP191982,PRISCILLA,1967,TARA,1982,pacific,27,27,2883.9,3357.3,2.7901,2.8328,2.0918,2.1091,2.8328,2.1091,791.93,791.84,0.2746
AL181887,AL011930,UNNAMED,1887,UNNAMED,1930,atlantic,26,50,5089.8,6382.9,3.0323,4.5207,2.5917,4.0,4.5207,4.0,793.81,798.24,0.156
AL061882,AL111878,UNNAMED,1882,UNNAMED,1878,atlantic,45,33,3762.9,4473.2,2.7515,2.8972,2.0935,2.5201,2.8972,2.5201,794.59,793.95,0.2112
AL051898,AL061906,UNNAMED,1898,UNNAMED,1906,atlantic,43,45,4101.3,3732.9,2.8369,3.1362,2.187,2.7529,3.1362,2.7529,795.0,792.95,0.213
AL112009,AL172008,IDA,2009,PALOMA,2008,atlantic,31,35,2742.4,2803.1,2.7538,5.5955,2.3305,4.4116,5.5955,4.4116,795.57,795.4,0.2901
AL091878,AL061950,UNNAMED,1878,FOX,1950,atlantic,32,38,4632.6,5329.6,2.8348,2.9589,2.2409,2.3452,2.9589,2.3452,796.96,794.54,0.172
AL031948,AL011949,UNNAMED,1948,UNNAMED,1949,atlantic,44,37,7505.4,8305.8,3.0154,3.3884,2.6418,3.0248,3.3884,3.0248,797.63,803.57,0.1063
EP012002,EP111988,ALMA,2002,KRISTY,1988,pacific,31,34,2231.6,2329.5,3.3669,6.0905,2.7706,5.6866,6.0905,5.6866,798.96,798.43,0.358
EP121983,EP131987,LORENA,1983,MAX,1987,pacific,34,29,2949.9,2973.4,2.3156,2.9343,2.0636,2.1027,2.9343,2.1027,800.2,800.72,0.2713
EP111993,EP042002,JOVA,1993,CRISTINA,2002,pacific,32,30,2920.1,2784.4,2.2906,2.9566,2.0346,2.2326,2.9566,2.2326,801.03,799.19,0.2877
EP021999,EP151989,BEATRIZ,1999,LORENA,1989,pacific,32,40,3468.8,3059.6,2.5217,2.6521,2.0478,2.0831,2.6521,2.0831,801.43,801.28,0.2619
EP101980,EP091995,JAVIER,1980,HENRIETTE,1995,pacific,26,29,2812.3,2968.8,2.6574,3.0336,2.0604,2.1887,3.0336,2.1887,805.41,804.68,0.2864
EP141997,EP101968,LINDA,1997,JOANNE,1968,pacific,34,29,2843.1,3420.8,2.7992,3.1184,2.0408,2.2374,3.1184,2.2374,805.69,804.95,0.2834
AL022009,AL061989,ANA,2009,UNNAMED,1989,atlantic,26,36,3354.2,4661.5,2.1191,4.1905,2.0158,4.0196,4.1905,4.0196,805.9,804.85,0.2403
AL011923,AL041979,UNNAMED,1923,BOB,1979,atlantic,28,29,3268.7,3701.1,2.8331,3.1548,2.1832,2.6895,3.1548,2.6895,806.22,808.75,0.2466
AL031940,AL062008,UNNAMED,1940,FAY,2008,atlantic,38,59,3458.7,4408.9,3.2755,4.5745,2.7612,3.9267,4.5745,3.9267,806.68,805.8,0.2332
EP141997,EP191982,LINDA,1997,TARA,1982,pacific,34,27,2843.1,3357.3,2.7992,2.8328,2.0408,2.1091,2.8328,2.1091,807.45,806.62,0.284
AL101893,AL011968,UNNAMED,1893,ABBY,1968,atlantic,35,51,3927.8,3579.5,2.8915,5.1018,2.282,4.1848,5.1018,4.1848,808.74,809.13,0.2259
AL031890,AL121933,UNNAMED,1890,UNNAMED,1933,atlantic,33,60,7166.3,7533.5,2.8258,2.9834,2.4197,2.5195,2.9834,2.5195,811.74,812.66,0.1133
AL012005,AL171995,ARLENE,2005,OPAL,1995,atlantic,25,39,3717.9,3919.8,2.7802,3.9687,2.134,3.5222,3.9687,3.5222,811.77,812.76,0.2183
AL021891,AL151988,UNNAMED,1891,UNNAMED,1988,atlantic,51,45,5921.2,7446.4,2.815,2.9555,2.1238,2.7454,2.9555,2.7454,814.83,812.6,0.1376
AL061909,AL071892,UNNAMED,1909,UNNAMED,1892,atlantic,34,45,4698.2,4792.8,2.424,2.7889,2.0267,2.023,2.7889,2.0267,816.29,816.58,0.1737
AL091988,AL031894,HELENE,1988,UNNAMED,1894,atlantic,44,44,6832.0,6876.0,2.8442,3.0381,2.3321,2.3253,3.0381,2.3321,816.43,816.61,0.1195
EP161990,EP111982,MARIE,1990,KRISTY,1982,pacific,55,34,4374.9,4607.4,2.6101,2.9495,2.1778,2.0873,2.9495,2.1778,817.53,815.46,0.1869
AL011897,AL101936,UNNAMED,1897,UNNAMED,1936,atlantic,43,49,7063.0,8658.6,3.1219,3.4751,2.3714,2.5752,3.4751,2.5752,818.45,815.49,0.1159
EP031988,EP061966,CARLOTTA,1988,FRANCESCA,1966,pacific,28,43,2785.9,3955.3,2.411,4.2473,2.065,4.1213,4.2473,4.1213,818.68,817.59,0.2939
EP071992,EP171985,FRANK,1992,RICK,1985,pacific,42,45,4585.7,5065.2,2.7802,2.8364,2.2598,2.1969,2.8364,2.2598,819.57,817.73,0.1787
AL101886,AL051950,UNNAMED,1886,EASY,1950,atlantic,25,38,2086.8,2646.5,2.8383,4.8203,2.3113,3.7935,4.8203,3.7935,820.47,820.0,0.3932
