id,name,year,basin,n,length_km,extent_km,c_cube,c_ball
EP062007,COSME,2007,pacific,42,5906.17,5823.43,2.7965,2.0505
AL021892,UNNAMED,1892,atlantic,40,6894.16,5710.79,2.7966,2.393
AL031854,UNNAMED,1854,atlantic,25,4093.25,3383.37,2.7976,2.4558
AL011921,UNNAMED,1921,atlantic,43,3622.91,3124.49,2.7983,2.1158
EP141997,LINDA,1997,pacific,34,2843.07,2751.02,2.7992,2.0408
AL021908,UNNAMED,1908,atlantic,32,3432.98,3058.29,2.7993,2.303
AL041857,UNNAMED,1857,atlantic,29,5001.24,4741.39,2.7993,2.0296
AL011910,UNNAMED,1910,atlantic,27,3792.64,3064.11,2.8,2.1252
AL101901,UNNAMED,1901,atlantic,48,8423.75,6771.61,2.8008,2.3481
EP072004,ESTELLE,2004,pacific,27,2582.6,2458.29,2.8012,2.0969
AL041887,UNNAMED,1887,atlantic,37,5051.88,4035.09,2.8016,2.2918
AL041946,UNNAMED,1946,atlantic,26,5410.03,5232.96,2.8016,2.1631
AL011918,UNNAMED,1918,atlantic,28,5091.74,4535.87,2.802,2.0787
EP041954,UNNAMED,1954,pacific,31,2199.96,2068.2,2.8026,2.1983
EP041979,DOLORES,1979,pacific,27,3344.61,3073.38,2.8028,2.0829
EP071990,FAUSTO,1990,pacific,28,2874.0,2822.54,2.8029,2.0342
AL101880,UNNAMED,1880,atlantic,28,2943.01,2771.32,2.8039,2.1963
EP171987,RAMON,1987,pacific,27,2340.82,2190.0,2.8043,2.0879
EP191985,TERRY,1985,pacific,37,3239.55,3044.03,2.8053,2.0796
AL041980,ALLEN,1980,atlantic,46,8221.2,7834.18,2.8058,2.0433
AL041872,UNNAMED,1872,atlantic,28,4516.12,3658.82,2.806,2.2896
EP041953,UNNAMED,1953,pacific,25,1778.18,1660.13,2.8063,2.0843
CP011963,UNNAMED,1963,pacific,27,4987.15,3759.04,2.8063,2.2426
AL111916,UNNAMED,1916,atlantic,31,4928.61,3932.95,2.8072,2.2611
EP101989,GIL,1989,pacific,27,2425.69,2375.49,2.8082,2.0463
AL062006,ERNESTO,2006,atlantic,47,5174.4,4284.75,2.8083,2.2148
AL021880,UNNAMED,1880,atlantic,45,5025.22,4591.06,2.8083,2.1374
AL031991,BOB,1991,atlantic,55,7734.84,6518.25,2.8094,2.187
AL081954,EDNA,1954,atlantic,41,5828.73,4971.9,2.8094,2.3483
AL092011,IRENE,2011,atlantic,43,5803.66,4598.36,2.8098,2.2123
AL071865,UNNAMED,1865,atlantic,34,4062.84,3628.95,2.8102,2.0838
AL041940,UNNAMED,1940,atlantic,34,3395.84,2935.54,2.8111,2.2923
EP121968,LIZA,1968,pacific,37,3210.03,3106.02,2.8112,2.2138
EP091984,ISELLE,1984,pacific,36,3422.45,3208.42,2.8124,2.0841
EP021981,BEATRIZ,1981,pacific,25,2604.25,2468.2,2.8132,2.1105
AL021947,UNNAMED,1947,atlantic,31,2881.67,2732.44,2.8137,2.2778
AL041927,UNNAMED,1927,atlantic,36,5381.73,4404.45,2.8146,2.2989
AL021891,UNNAMED,1891,atlantic,51,5921.18,5154.25,2.815,2.1238
EP081971,HILARY,1971,pacific,49,3959.52,3699.08,2.8151,2.3141
AL091889,UNNAMED,1889,atlantic,27,5466.78,5286.92,2.8155,2.0484
EP092002,GENEVIEVE,2002,pacific,26,2291.88,2130.66,2.8155,2.1319
AL111949,UNNAMED,1949,atlantic,41,3975.6,3631.9,2.8159,2.261
EP131988,MIRIAM,1988,pacific,42,3718.02,3476.94,2.8159,2.1343
AL152005,NATE,2005,atlantic,27,4506.45,4149.81,2.8164,2.1394
AL021937,UNNAMED,1937,atlantic,28,3112.9,2766.39,2.8167,2.14
AL091933,UNNAMED,1933,atlantic,34,4693.14,4144.47,2.8172,2.2803
AL041885,UNNAMED,1885,atlantic,29,4543.69,4015.51,2.8175,2.3131
AL021901,UNNAMED,1901,atlantic,39,5255.8,5133.42,2.8176,2.0261
AL171976,GLORIA,1976,atlantic,35,3603.22,2977.11,2.8177,2.3698
EP072008,FAUSTO,2008,pacific,33,3796.91,3698.13,2.8177,2.0514
AL021875,UNNAMED,1875,atlantic,40,6184.95,4878.05,2.8178,2.2793
AL171978,UNNAMED,1978,atlantic,45,5716.22,4881.22,2.8183,2.1976
EP061968,FERNANDA,1968,pacific,41,4586.49,4360.73,2.8185,2.3866
EP081969,HEATHER,1969,pacific,27,1664.37,1606.91,2.819,2.0585
EP191984,SIMON,1984,pacific,33,3895.84,3764.72,2.8192,2.1999
EP031971,CARLOTTA,1971,pacific,27,3215.9,3137.79,2.8193,2.0608
EP101958,UNNAMED,1958,pacific,27,2973.24,2345.63,2.8194,2.3415
AL051905,UNNAMED,1905,atlantic,28,2703.17,2287.11,2.8203,2.3443
AL041909,UNNAMED,1909,atlantic,38,4673.83,4436.45,2.8205,2.0663
EP111975,KATRINA,1975,pacific,37,3428.79,3219.31,2.8206,2.1006
EP162009,MARTY,2009,pacific,30,2360.57,2242.8,2.8212,2.051
AL031877,UNNAMED,1877,atlantic,28,3184.48,2695.59,2.8221,2.1626
EP081980,HOWARD,1980,pacific,30,2637.32,2424.73,2.8224,2.0695
EP021949,UNNAMED,1949,pacific,25,1932.24,1753.55,2.8231,2.1257
AL071881,UNNAMED,1881,atlantic,28,4248.01,4156.84,2.8234,2.0567
AL061936,UNNAMED,1936,atlantic,31,5305.97,4632.33,2.824,2.3694
AL021878,UNNAMED,1878,atlantic,45,4466.58,4193.92,2.824,2.1208
AL061904,UNNAMED,1904,atlantic,26,4823.55,4474.57,2.8247,2.1773
AL061874,UNNAMED,1874,atlantic,27,4527.53,4344.51,2.8251,2.188
AL142007,MELISSA,2007,atlantic,31,3248.38,3133.81,2.8254,2.0671
AL031890,UNNAMED,1890,atlantic,33,7166.27,6124.49,2.8258,2.4197
AL031897,UNNAMED,1897,atlantic,25,4070.65,4021.21,2.8259,2.0383
AL081937,UNNAMED,1937,atlantic,34,6460.44,5780.04,2.8264,2.1959
AL031881,UNNAMED,1881,atlantic,32,3574.3,3027.77,2.8265,2.1094
EP092000,GILMA,2000,pacific,25,2151.01,2100.09,2.8266,2.0738
EP181985,SANDRA,1985,pacific,46,4778.51,4513.96,2.8266,2.2004
EP162003,PATRICIA,2003,pacific,25,1817.22,1768.63,2.8272,2.093
EP112001,JULIETTE,2001,pacific,48,3777.43,3170.86,2.8275,2.3133
AL161954,ALICE,1954,atlantic,29,2010.07,1819.18,2.8276,2.1899
AL091999,GERT,1999,atlantic,49,6981.1,5360.65,2.8294,2.2817
AL061891,UNNAMED,1891,atlantic,39,6310.51,5287.22,2.8295,2.3193
EP101985,JIMENA,1985,pacific,37,3442.09,3352.21,2.8299,2.0681
AL031926,UNNAMED,1926,atlantic,31,3397.9,3144.61,2.8302,2.2873
EP061991,ENRIQUE,1991,pacific,25,3307.24,3246.21,2.8308,2.0864
AL131916,UNNAMED,1916,atlantic,36,5145.51,4634.01,2.8308,2.2814
AL071893,UNNAMED,1893,atlantic,39,4984.09,3943.47,2.8309,2.2521
EP031978,CARLOTTA,1978,pacific,35,3462.96,3258.65,2.8311,2.1831
EP031959,UNNAMED,1959,pacific,25,2650.92,2554.96,2.8315,2.0621
AL041994,CHRIS,1994,atlantic,30,5360.17,4415.5,2.8326,2.2511
EP191982,TARA,1982,pacific,27,3357.32,3186.5,2.8328,2.1091
AL121909,UNNAMED,1909,atlantic,26,3101.82,2887.26,2.8329,2.0409
AL011923,UNNAMED,1923,atlantic,28,3268.73,2898.01,2.8331,2.1832
EP052009,DOLORES,2009,pacific,25,3400.46,3179.69,2.8333,2.1205
AL051998,EARL,1998,atlantic,33,7030.73,6776.27,2.8338,2.1056
EP121991,JIMENA,1991,pacific,46,3878.47,3613.02,2.8339,2.121
EP091976,IVA,1976,pacific,37,3791.81,3667.83,2.8339,2.0686
AL081992,UNNAMED,1992,atlantic,25,2905.99,2250.5,2.8341,2.2501
EP061981,FERNANDA,1981,pacific,27,4031.53,3845.09,2.8343,2.0435
AL082007,INGRID,2007,atlantic,26,2129.14,2084.5,2.8346,2.0492
EP111983,KIKO,1983,pacific,36,2531.39,2442.57,2.8347,2.0963
AL091878,UNNAMED,1878,atlantic,32,4632.65,3538.38,2.8348,2.2409
EP171985,RICK,1985,pacific,45,5065.24,4364.1,2.8364,2.1969
AL141968,GLADYS,1968,atlantic,34,4633.36,4149.35,2.8365,2.1847
AL051898,UNNAMED,1898,atlantic,43,4101.27,3495.24,2.8369,2.187
EP061970,GRETCHEN,1970,pacific,29,1593.77,1506.37,2.8371,2.2234
AL061894,UNNAMED,1894,atlantic,40,3866.68,3279.07,2.8371,2.1239
AL061880,UNNAMED,1880,atlantic,26,4028.28,3982.92,2.8371,2.0214
AL111967,ARLENE,1967,atlantic,29,4823.86,4028.36,2.8373,2.2246
EP041972,DIANA,1972,pacific,37,4547.06,4347.11,2.8374,2.12
AL051896,UNNAMED,1896,atlantic,40,5372.98,5198.02,2.8375,2.044
EP061982,FABIO,1982,pacific,32,3229.69,3080.02,2.8377,2.0413
AL031910,UNNAMED,1910,atlantic,44,4569.09,4390.21,2.8377,2.0422
AL171969,HOLLY,1969,atlantic,27,2286.92,2089.76,2.8377,2.1407
AL081948,UNNAMED,1948,atlantic,36,5550.63,5116.88,2.838,2.3332
AL162000,LESLIE,2000,atlantic,26,6736.64,6333.89,2.838,2.1276
AL061958,FIFI,1958,atlantic,30,3544.01,3180.57,2.838,2.2816
AL101886,UNNAMED,1886,atlantic,25,2086.77,1910.55,2.8383,2.3113
EP141991,LINDA,1991,pacific,42,2907.14,2385.56,2.8388,2.3671
EP071954,UNNAMED,1954,pacific,25,2035.85,1854.89,2.8408,2.3824
AL061932,UNNAMED,1932,atlantic,38,5328.17,4775.23,2.8416,2.1764
AL121893,UNNAMED,1893,atlantic,32,4609.29,3789.52,2.8416,2.4665
AL051863,UNNAMED,1863,atlantic,32,4848.98,4455.93,2.8417,2.1159
AL011913,UNNAMED,1913,atlantic,33,3226.5,3102.82,2.8431,2.1032
AL091909,UNNAMED,1909,atlantic,35,3543.65,3078.14,2.8433,2.1384
AL071926,UNNAMED,1926,atlantic,46,5212.86,5051.66,2.8434,2.0681
AL091988,HELENE,1988,atlantic,44,6831.99,5437.36,2.8442,2.3321
AL031916,UNNAMED,1916,atlantic,52,6211.62,4868.69,2.8455,2.1803
AL122004,KARL,2004,atlantic,48,9476.01,7647.65,2.8475,2.4443
AL021883,UNNAMED,1883,atlantic,40,7632.57,6548.29,2.8476,2.433
EP051979,ENRIQUE,1979,pacific,29,2719.32,2601.62,2.8486,2.0898
AL131999,IRENE,1999,atlantic,34,5696.27,5211.09,2.8491,2.2419
EP211990,RACHEL,1990,pacific,26,3194.32,2323.33,2.8494,2.4273
EP091965,GLENDA,1965,pacific,37,2841.53,2691.96,2.8505,2.0503
EP071971,GEORGETTE,1971,pacific,29,3063.86,2957.42,2.8533,2.0997
AL172007,OLGA,2007,atlantic,25,3508.14,2898.45,2.8533,2.6507
AL061965,ELENA,1965,atlantic,27,5180.72,4008.93,2.8538,2.4957
AL142011,MARIA,2011,atlantic,42,7039.7,5196.2,2.8539,2.262
AL011917,UNNAMED,1917,atlantic,33,4454.73,4310.79,2.8545,2.0615
EP182015,NORA,2015,pacific,27,2634.31,2533.41,2.8547,2.1022
AL021943,UNNAMED,1943,atlantic,26,3415.28,2768.75,2.8551,2.3126
AL081961,GERDA,1961,atlantic,28,4858.44,4258.91,2.8555,2.2026
EP211992,SEYMOUR,1992,pacific,40,2673.6,2302.62,2.8555,2.4057
EP092015,GUILLERMO,2015,pacific,50,6163.7,5921.17,2.8561,2.1005
EP061972,FERNANDA,1972,pacific,49,5943.48,5686.68,2.8566,2.1707
AL161887,UNNAMED,1887,atlantic,35,8016.34,7624.66,2.8568,2.1359
EP011985,ANDRES,1985,pacific,27,3111.43,2925.13,2.8576,2.3069
EP121984,LALA,1984,pacific,41,3919.98,3744.5,2.8581,2.1383
EP051994,EMILIA,1994,pacific,37,4245.18,4057.45,2.8599,2.0628
EP071972,GWEN,1972,pacific,37,3423.76,3231.52,2.8603,2.1205
AL031983,ALICIA,1983,atlantic,25,2143.33,1784.51,2.8606,2.2098
EP042014,DOUGLAS,2014,pacific,42,2709.52,2607.75,2.861,2.0793
AL051886,UNNAMED,1886,atlantic,40,5387.3,5127.17,2.861,2.1276
EP161968,PAULINE,1968,pacific,31,2638.52,2287.02,2.8614,2.1804
AL071924,UNNAMED,1924,atlantic,48,7435.45,5415.55,2.8629,2.2167
AL021955,CONNIE,1955,atlantic,49,6316.27,5264.06,2.8632,2.2487
AL101992,FRANCES,1992,atlantic,31,5897.36,5210.46,2.8636,2.1886
EP071995,FLOSSIE,1995,pacific,27,1994.75,1893.43,2.8638,2.0764
AL071989,ERIN,1989,atlantic,37,5993.93,4811.31,2.864,2.2455
EP061984,FAUSTO,1984,pacific,27,1852.09,1720.74,2.8643,2.1482
EP132004,JAVIER,2004,pacific,39,3473.62,2952.72,2.8645,2.2071
AL092012,ISAAC,2012,atlantic,51,6581.01,5569.88,2.8655,2.26
AL111990,UNNAMED,1990,atlantic,34,1225.07,1188.06,2.8659,2.1855
AL031953,BARBARA,1953,atlantic,26,4168.36,3759.24,2.866,2.2188
AL081891,UNNAMED,1891,atlantic,35,4999.13,4870.23,2.8672,2.0739
AL012006,ALBERTO,2006,atlantic,38,8409.03,7911.27,2.8673,2.3036
AL031999,BRET,1999,atlantic,25,1596.11,1347.03,2.8682,2.3814
AL031905,UNNAMED,1905,atlantic,28,2514.71,2222.16,2.8685,2.2468
AL091937,UNNAMED,1937,atlantic,28,5720.37,5450.15,2.8688,2.0974
AL091995,HUMBERTO,1995,atlantic,41,4554.29,3493.38,2.8696,2.2799
AL041999,CINDY,1999,atlantic,51,6340.37,5056.61,2.8712,2.4753
AL082014,GONZALO,2014,atlantic,39,6467.98,5283.21,2.8715,2.4339
AL041852,UNNAMED,1852,atlantic,36,3366.29,2680.06,2.8718,2.3519
AL091887,UNNAMED,1887,atlantic,47,4967.31,4686.22,2.8733,2.1342
EP061993,EUGENE,1993,pacific,38,5278.48,5139.84,2.8737,2.1682
EP071965,EMILY,1965,pacific,31,2122.71,1941.48,2.8742,2.2333
EP051973,EMILY,1973,pacific,27,3038.92,2915.95,2.8746,2.0982
EP131991,KEVIN,1991,pacific,70,6098.09,5565.22,2.8748,2.1759
AL091903,UNNAMED,1903,atlantic,27,4680.9,4334.73,2.8752,2.1992
AL071953,EDNA,1953,atlantic,28,7432.53,6831.63,2.8758,2.3614
EP172012,ROSA,2012,pacific,26,935.98,821.12,2.8759,2.5194
CP011950,HIKI,1950,pacific,39,4139.25,3798.41,2.876,2.2453
EP091971,ILSA,1971,pacific,35,3497.72,3327.41,2.876,2.1304
AL081990,GUSTAV,1990,atlantic,41,5298.56,4232.14,2.8768,2.3169
AL021926,UNNAMED,1926,atlantic,42,4851.55,4056.99,2.877,2.2299
EP061978,FICO,1978,pacific,80,8888.19,7813.83,2.8774,2.3029
AL021935,UNNAMED,1935,atlantic,43,5543.27,4515.23,2.8776,2.5334
EP131971,MONICA,1971,pacific,29,1786.08,1485.79,2.8781,2.2595
AL021927,UNNAMED,1927,atlantic,39,5352.44,4220.64,2.8783,2.5155
EP122014,LOWELL,2014,pacific,48,3565.11,3435.2,2.8785,2.1067
AL071952,DOG,1952,atlantic,26,1630.14,1588.44,2.8788,2.0513
AL051892,UNNAMED,1892,atlantic,48,5077.12,4061.4,2.8789,2.5309
AL051924,UNNAMED,1924,atlantic,29,4404.89,4040.98,2.8823,2.5109
AL091899,UNNAMED,1899,atlantic,41,7746.5,6881.19,2.8823,2.1912
AL032004,CHARLEY,2004,atlantic,30,5391.4,4127.21,2.8824,2.2454
EP021957,UNNAMED,1957,pacific,41,5324.86,4974.85,2.883,2.2761
AL011944,UNNAMED,1944,atlantic,28,4245.77,3592.55,2.8832,2.3841
AL051906,UNNAMED,1906,atlantic,63,6213.13,5903.58,2.8859,2.1345
AL102001,HUMBERTO,2001,atlantic,26,3413.06,2809.85,2.8863,2.2211
AL041886,UNNAMED,1886,atlantic,44,7643.85,6940.65,2.8867,2.4441
AL141999,JOSE,1999,atlantic,34,4682.31,3742.73,2.887,2.3361
AL082012,GORDON,2012,atlantic,26,4253.42,3810.25,2.8873,2.318
AL042013,DORIAN,2013,atlantic,51,7494.46,6569.66,2.8876,2.513
AL121995,KAREN,1995,atlantic,31,3951.52,3550.64,2.8893,2.2392
AL041898,UNNAMED,1898,atlantic,61,8663.33,6337.35,2.8907,2.4033
AL101893,UNNAMED,1893,atlantic,35,3927.79,2939.22,2.8915,2.282
AL111901,UNNAMED,1901,atlantic,39,5970.77,4595.42,2.8926,2.3448
AL182005,RITA,2005,atlantic,36,4042.92,3175.41,2.8927,2.3709
EP111980,KAY,1980,pacific,55,6184.84,5816.24,2.8937,2.2507
EP041973,DOREEN,1973,pacific,65,7689.8,7175.58,2.895,2.2608
EP061995,ERICK,1995,pacific,26,1606.99,1353.93,2.8954,2.4649
AL041928,UNNAMED,1928,atlantic,62,9511.19,7622.7,2.8954,2.3954
AL081979,UNNAMED,1979,atlantic,25,5430.52,4061.95,2.8962,2.2041
AL081993,GERT,1993,atlantic,30,3093.22,2878.98,2.8963,2.1057
EP161974,PATRICIA,1974,pacific,43,4820.81,4452.04,2.8964,2.4476
EP161985,PAULINE,1985,pacific,53,5762.13,4805.84,2.8964,2.3853
AL051939,UNNAMED,1939,atlantic,30,4701.57,4374.97,2.8966,2.2601
AL111878,UNNAMED,1878,atlantic,33,4473.22,3625.78,2.8972,2.5201
EP072007,DALILA,2007,pacific,34,2513.47,2316.18,2.8999,2.3392
EP112006,JOHN,2006,pacific,32,2828.09,2688.16,2.9029,2.1071
EP092006,HECTOR,2006,pacific,35,3492.35,3367.06,2.9043,2.1371
AL052001,DEAN,2001,atlantic,27,5127.33,4532.1,2.9045,2.3175
EP171983,RAYMOND,1983,pacific,51,6234.4,5949.97,2.905,2.2005
AL061940,UNNAMED,1940,atlantic,29,3262.19,2613.99,2.9051,2.3869
AL101958,JANICE,1958,atlantic,39,5971.4,5788.43,2.9069,2.127
EP092012,ILEANA,2012,pacific,47,4321.63,3918.15,2.9081,2.1872
EP181989,OCTAVE,1989,pacific,33,3136.47,2821.09,2.9085,2.3092
EP152008,NORBERT,2008,pacific,38,3054.97,2242.39,2.9089,2.3288
AL051933,UNNAMED,1933,atlantic,51,5012.8,4822.6,2.9093,2.0897
EP091991,HILDA,1991,pacific,26,3276.38,2979.09,2.9094,2.1219
AL061915,UNNAMED,1915,atlantic,42,5646.74,4297.04,2.9134,2.2993
AL041952,BAKER,1952,atlantic,40,6451.35,5229.61,2.9144,2.4659
EP092010,FRANK,2010,pacific,30,2425.67,2186.15,2.9161,2.4849
EP171984,POLO,1984,pacific,31,2879.25,2278.18,2.9165,2.5596
EP261992,YOLANDA,1992,pacific,28,4092.04,3850.15,2.9173,2.5061
AL142005,MARIA,2005,atlantic,51,7599.87,6462.44,2.918,2.4837
EP051972,ESTELLE,1972,pacific,31,3165.34,3058.51,2.9182,2.11
EP191994,ROSA,1994,pacific,28,1986.67,1747.45,2.9184,2.3261
AL021933,UNNAMED,1933,atlantic,53,6837.45,6367.51,2.9188,2.1956
EP102005,JOVA,2005,pacific,53,4857.65,4383.28,2.9194,2.1603
AL111998,KARL,1998,atlantic,26,5749.63,5188.33,2.9197,2.2557
AL172005,PHILIPPE,2005,atlantic,28,2644.0,2136.1,2.92,2.74
AL021877,UNNAMED,1877,atlantic,34,2711.18,2101.23,2.9208,2.5379
EP031957,UNNAMED,1957,pacific,27,2269.02,2102.74,2.9228,2.1816
AL041922,UNNAMED,1922,atlantic,46,2497.24,2156.07,2.924,2.2267
CP011978,SUSAN,1978,pacific,25,1777.37,1570.72,2.924,2.279
EP102008,ISELLE,2008,pacific,41,2546.78,2283.27,2.9246,2.2553
AL031943,UNNAMED,1943,atlantic,34,5677.45,4815.84,2.9264,2.1688
AL061971,BETH,1971,atlantic,29,3308.32,3207.08,2.9265,2.1292
EP032004,BLAS,2004,pacific,28,2945.37,2742.85,2.9286,2.4932
AL042008,DOLLY,2008,atlantic,30,3122.01,2941.16,2.9293,2.2096
EP141971,NANETTE,1971,pacific,27,2785.4,2600.26,2.9325,2.1728
EP111967,LILY,1967,pacific,27,3183.66,2545.69,2.933,2.4692
EP131987,MAX,1987,pacific,29,2973.42,2773.31,2.9343,2.1027
AL031917,UNNAMED,1917,atlantic,35,7529.48,6062.07,2.9348,2.4959
AL021952,ABLE,1952,atlantic,66,9678.17,7429.34,2.9362,2.6309
AL091893,UNNAMED,1893,atlantic,84,9873.89,7606.34,2.9366,2.5509
AL021873,UNNAMED,1873,atlantic,64,8581.6,6210.31,2.9373,2.449
AL141916,UNNAMED,1916,atlantic,43,3979.4,3095.93,2.9376,2.4142
AL151976,UNNAMED,1976,atlantic,29,2886.73,2458.33,2.9376,2.5281
AL031891,UNNAMED,1891,atlantic,31,3251.7,3153.15,2.9409,2.1182
AL122012,LESLIE,2012,atlantic,60,7931.74,5964.1,2.9426,2.3966
AL111994,FLORENCE,1994,atlantic,28,3798.82,3019.63,2.9431,2.4691
EP111978,KRISTY,1978,pacific,38,4575.59,4386.35,2.9432,2.1868
EP151985,OLAF,1985,pacific,38,3777.11,3324.64,2.9436,2.377
AL101974,CARMEN,1974,atlantic,49,5514.84,4454.27,2.944,2.4453
EP172014,POLO,2014,pacific,44,3352.71,2828.37,2.944,2.3793
AL111972,CARRIE,1972,atlantic,29,2848.5,2439.83,2.944,2.433
AL061887,UNNAMED,1887,atlantic,38,7405.73,5686.02,2.9443,2.7551
EP152001,MANUEL,2001,pacific,31,2918.98,2577.69,2.9444,2.393
AL041947,UNNAMED,1947,atlantic,73,9221.26,8151.14,2.9451,2.5032
AL031961,CARLA,1961,atlantic,51,7633.43,6125.49,2.9452,2.4912
AL011995,ALLISON,1995,atlantic,35,6795.55,6032.49,2.9467,2.3129
AL021867,UNNAMED,1867,atlantic,28,5192.88,3511.97,2.9482,2.2367
AL161967,UNNAMED,1967,atlantic,33,3258.71,3023.69,2.9488,2.4664
EP011972,ANNETTE,1972,pacific,31,1240.56,1115.14,2.9488,2.5485
EP111982,KRISTY,1982,pacific,34,4607.41,4357.29,2.9495,2.0873
AL062004,FRANCES,2004,atlantic,74,8606.71,6373.98,2.9499,2.8187
AL041858,UNNAMED,1858,atlantic,32,5052.77,3843.2,2.9515,2.4844
AL161981,HARVEY,1981,atlantic,34,5446.03,3904.0,2.9518,2.4041
EP071984,GENEVIEVE,1984,pacific,30,2415.4,2257.25,2.953,2.2128
AL051888,UNNAMED,1888,atlantic,28,3837.31,3049.21,2.9543,2.4476
AL131990,KLAUS,1990,atlantic,25,1836.56,1776.99,2.9549,2.1303
AL041892,UNNAMED,1892,atlantic,37,5774.96,5506.68,2.9552,2.2235
AL151988,UNNAMED,1988,atlantic,45,7446.42,6073.71,2.9555,2.7454
EP042002,CRISTINA,2002,pacific,30,2784.37,2573.4,2.9566,2.2326
EP131993,LIDIA,1993,pacific,25,3638.34,2773.57,2.9576,2.3784
EP091959,UNNAMED,1959,pacific,31,3358.18,3070.54,2.9587,2.1888
AL061950,FOX,1950,atlantic,38,5329.64,3935.5,2.9589,2.3452
AL091958,ILSA,1958,atlantic,26,4287.53,3254.9,2.9607,2.3304
AL051872,UNNAMED,1872,atlantic,28,3625.07,3429.13,2.9609,2.1332
AL071879,UNNAMED,1879,atlantic,25,4439.57,4115.88,2.9643,2.375
AL072010,EARL,2010,atlantic,55,10032.84,7300.42,2.9662,2.5116
EP141967,OLIVIA,1967,pacific,37,2259.76,1649.12,2.9693,2.6987
AL091996,ISIDORE,1996,atlantic,33,5608.11,4278.76,2.9694,2.4234
EP151971,OLIVIA,1971,pacific,45,4197.87,3573.32,2.9713,2.3267
EP082002,FAUSTO,2002,pacific,51,7966.89,7156.14,2.9739,2.3082
AL031988,CHRIS,1988,atlantic,39,7495.06,5153.75,2.9744,2.3927
AL031937,UNNAMED,1937,atlantic,39,3877.69,3717.35,2.9745,2.1918
AL071958,GERDA,1958,atlantic,34,4666.24,3560.24,2.9766,2.5708
EP022012,BUD,2012,pacific,25,2039.78,1632.0,2.9769,2.4497
AL051921,UNNAMED,1921,atlantic,36,6266.68,5464.83,2.9769,2.6258
EP061992,ESTELLE,1992,pacific,34,3046.5,2698.49,2.9778,2.2551
AL111909,UNNAMED,1909,atlantic,30,4220.76,3455.29,2.9779,2.5433
AL051881,UNNAMED,1881,atlantic,37,4026.03,3814.54,2.9785,2.1353
AL021958,BECKY,1958,atlantic,37,7970.54,6144.18,2.9785,2.6437
AL111924,UNNAMED,1924,atlantic,38,3600.37,3285.47,2.9806,2.1901
AL061982,DEBBY,1982,atlantic,30,6239.28,5756.23,2.9816,2.241
AL121933,UNNAMED,1933,atlantic,60,7533.52,6205.51,2.9834,2.5195
AL072013,GABRIELLE,2013,atlantic,36,2921.81,2445.46,2.9857,2.4777
AL111932,UNNAMED,1932,atlantic,47,3795.48,2883.52,2.9879,2.4064
AL031903,UNNAMED,1903,atlantic,33,2351.86,1940.39,2.9901,2.5154
AL072012,HELENE,2012,atlantic,38,6462.69,6005.43,2.993,2.1979
AL041884,UNNAMED,1884,atlantic,42,2825.19,2394.67,2.9933,2.4137
AL042003,CLAUDETTE,2003,atlantic,45,6434.73,5999.95,2.9949,2.2977
AL041905,UNNAMED,1905,atlantic,51,6548.43,5765.89,2.9966,2.3906
AL041877,UNNAMED,1877,atlantic,61,7200.56,4836.14,2.9966,2.3916
AL032009,BILL,2009,atlantic,46,10117.72,6531.96,2.9967,2.345
AL031893,UNNAMED,1893,atlantic,50,8259.34,5880.16,2.9977,2.424
AL021904,UNNAMED,1904,atlantic,33,5291.13,4094.39,2.9995,2.4898
AL042002,DOLLY,2002,atlantic,26,3365.07,2871.1,2.9997,2.415
AL081880,UNNAMED,1880,atlantic,32,3820.2,2642.4,3.0002,2.6926
AL061996,FRAN,1996,atlantic,72,8959.17,6913.82,3.0009,2.5445
AL051935,UNNAMED,1935,atlantic,39,5600.79,4838.64,3.0026,2.4503
EP132014,MARIE,2014,pacific,46,4995.6,4733.23,3.0031,2.2353
AL042014,CRISTOBAL,2014,atlantic,39,7360.87,6634.19,3.0057,2.2047
AL072008,GUSTAV,2008,atlantic,50,5425.84,4251.83,3.0063,2.4468
AL061870,UNNAMED,1870,atlantic,40,2760.72,2123.51,3.0081,2.6024
AL112010,IGOR,2010,atlantic,61,8797.86,6454.2,3.0086,2.4216
AL091980,GEORGES,1980,atlantic,32,6791.06,4823.77,3.0092,2.4101
EP011969,AVA,1969,pacific,28,2899.24,2513.02,3.0108,2.3607
AL121980,FRANCES,1980,atlantic,61,7835.18,5805.95,3.0113,2.4616
AL051923,UNNAMED,1923,atlantic,41,5959.08,5497.68,3.0114,2.341
AL151981,GERT,1981,atlantic,36,7339.55,5261.47,3.0115,2.9469
AL021857,UNNAMED,1857,atlantic,47,5490.69,4834.74,3.0115,2.5382
AL081988,GILBERT,1988,atlantic,49,8183.56,6162.1,3.0118,2.8393
EP171992,ORLENE,1992,pacific,49,6074.5,5793.05,3.0125,2.1905
AL031995,CHANTAL,1995,atlantic,41,7245.38,5915.79,3.0142,2.5983
AL051878,UNNAMED,1878,atlantic,55,5914.35,5019.68,3.0146,2.644
AL031948,UNNAMED,1948,atlantic,44,7505.38,6431.4,3.0154,2.6418
AL131944,UNNAMED,1944,atlantic,51,7178.2,6683.31,3.0158,2.4958
EP051954,UNNAMED,1954,pacific,29,3535.8,3186.25,3.016,2.3421
EP101983,JULIETTE,1983,pacific,31,2490.69,2285.01,3.016,2.2648
