domain,pair,nA,nB,eligible,selection_rank,selected
hurricane,EP081991__EP011970,28,31,True,,False
hurricane,AL142013__AL082012,26,26,True,,False
hurricane,EP171987__EP072007,27,34,True,,False
hurricane,EP161968__EP192014,31,35,True,,False
hurricane,EP122003__EP012015,38,40,True,,False
hurricane,EP071978__EP092011,29,50,True,,False
hurricane,EP141978__EP041963,30,39,True,,False
hurricane,EP162003__EP241990,25,41,True,,False
hurricane,EP111978__EP201992,38,69,True,,False
hurricane,EP071995__EP082012,27,35,True,,False
hurricane,AL021940__AL032001,31,25,True,,False
hurricane,EP052002__EP031971,27,27,True,,False
hurricane,EP031957__EP111967,27,27,True,,False
hurricane,EP102002__EP152015,31,40,True,,False
hurricane,AL051863__AL052001,32,27,True,,False
hurricane,EP091972__EP131986,33,28,True,,False
hurricane,EP161971__EP171986,27,28,True,,False
hurricane,AL021926__AL041962,42,41,True,,False
hurricane,EP071978__EP131986,29,28,True,,False
hurricane,EP101985__EP121991,37,46,True,,False
hurricane,EP031994__EP061992,29,34,True,,False
hurricane,AL051905__AL061885,28,37,True,,False
hurricane,EP131985__EP061992,29,34,True,,False
hurricane,EP061982__EP131986,32,28,True,,False
hurricane,AL151936__AL031966,28,36,True,,False
hurricane,EP031988__EP191982,28,27,True,,False
hurricane,EP031975__EP011970,35,31,True,,False
hurricane,EP172009__EP141991,31,42,True,,False
hurricane,AL032009__AL041998,46,61,True,,False
hurricane,EP211992__EP212015,40,33,True,,False
hurricane,EP041979__EP152015,27,40,True,,False
hurricane,EP091988__EP042002,36,30,True,,False
hurricane,EP111954__EP141971,25,27,True,,False
hurricane,EP071973__EP091971,25,35,True,,False
hurricane,EP011983__EP171986,31,28,True,,False
hurricane,EP031968__EP091995,27,29,True,,False
hurricane,EP012003__EP161974,28,43,True,,False
hurricane,EP101985__EP191982,37,27,True,,False
hurricane,AL061915__AL041896,42,35,True,,False
hurricane,AL051899__AL041926,52,95,True,,False
hurricane,EP141997__EP101983,34,31,True,,False
hurricane,AL021880__AL101974,45,49,True,,False
hurricane,EP151967__EP131987,27,29,True,,False
hurricane,AL102008__AL061989,33,36,True,,False
hurricane,AL051905__AL021972,28,35,True,,False
hurricane,EP151989__EP101983,40,31,True,,False
hurricane,EP131974__EP112012,27,33,True,,False
hurricane,EP151967__EP042002,27,30,True,,False
hurricane,EP091982__EP191990,30,35,True,,False
hurricane,EP081978__EP121991,32,46,True,,False
hurricane,AL111924__AL061939,38,39,True,,False
hurricane,EP081967__EP091995,25,29,True,,False
hurricane,EP032013__EP061968,30,41,True,,False
hurricane,EP072012__EP152007,33,50,True,,False
hurricane,AL081989__AL141979,63,44,True,,False
hurricane,AL091980__AL081996,32,53,True,,False
hurricane,EP131974__EP012002,27,31,True,,False
hurricane,EP191982__EP061982,27,32,True,,False
hurricane,AL021892__AL121933,40,60,True,,False
hurricane,EP151967__EP011985,27,27,True,,False
hurricane,EP131990__EP092012,32,47,True,,False
hurricane,EP051990__EP112004,26,44,True,,False
hurricane,EP041978__EP092012,29,47,True,,False
hurricane,EP111993__EP021983,32,38,True,,False
hurricane,EP101983__EP131986,31,28,True,,False
hurricane,EP141991__EP191990,42,35,True,,False
hurricane,EP061981__EP041966,27,38,True,,False
hurricane,AL041941__AL021878,29,45,True,,False
hurricane,EP081978__EP091995,32,29,True,,False
hurricane,AL051876__AL181933,49,55,True,,False
hurricane,EP042006__EP131986,33,28,True,,False
hurricane,AL071989__AL121980,37,61,True,,False
hurricane,AL041928__AL061938,62,57,True,,False
hurricane,EP131987__EP112004,29,44,True,,False
hurricane,EP031986__EP062012,25,40,True,,False
hurricane,EP031988__EP112004,28,44,True,,False
hurricane,AL071891__AL111878,25,33,True,,False
hurricane,EP041983__EP191982,26,27,True,,False
hurricane,EP072007__EP101983,34,31,True,,False
hurricane,EP141971__EP012011,27,30,True,,False
hurricane,AL091943__AL021943,25,26,True,,False
hurricane,AL021880__AL021919,45,59,True,,False
hurricane,EP042006__EP031978,33,35,True,,False
hurricane,EP072007__EP072012,34,33,True,,False
hurricane,AL061909__AL051933,34,51,True,,False
hurricane,AL062006__AL021896,47,52,True,,False
hurricane,AL081969__AL062001,45,62,True,,False
hurricane,AL141916__AL051985,43,33,True,,False
hurricane,AL182011__AL071912,31,42,True,,False
hurricane,EP111993__EP152001,32,31,True,,False
hurricane,EP041994__EP082009,26,33,True,,False
hurricane,AL021896__AL021876,52,33,True,,False
hurricane,EP111993__EP041975,32,41,True,,False
hurricane,AL111916__AL041962,31,41,True,,False
hurricane,EP101989__EP081980,27,30,True,,False
hurricane,EP141978__EP091959,30,31,True,,False
hurricane,EP161970__EP092012,31,47,True,,False
hurricane,AL071891__AL061939,25,39,True,,False
hurricane,EP031986__EP172013,25,48,True,,False
hurricane,EP081967__EP131986,25,28,True,,False
hurricane,EP042014__EP091995,42,29,True,,False
hurricane,AL061935__AL221971,36,39,True,,False
hurricane,EP131985__EP091995,29,29,True,,False
hurricane,EP111985__EP131986,36,28,True,,False
hurricane,EP212015__EP131986,33,28,True,,False
hurricane,EP121968__EP112004,37,44,True,,False
hurricane,EP141997__EP041979,34,27,True,,False
hurricane,AL051876__AL061939,49,39,True,,False
hurricane,EP071992__EP161985,42,53,True,,False
hurricane,EP032014__EP172013,41,48,True,,False
hurricane,AL061940__AL021916,29,51,True,,False
hurricane,EP101975__EP191982,31,27,True,,False
hurricane,EP101980__EP131986,26,28,True,,False
hurricane,EP031991__EP151990,45,36,True,,False
hurricane,EP112004__EP231990,44,67,True,,False
hurricane,EP071971__EP131986,29,28,True,,False
hurricane,EP021999__EP051990,32,26,True,,False
hurricane,EP071972__EP041963,37,39,True,,False
hurricane,EP091972__EP191982,33,27,True,,False
hurricane,EP081980__EP111983,30,36,True,,False
hurricane,AL041999__AL101989,51,58,True,,False
hurricane,EP111993__EP131987,32,29,True,,False
hurricane,EP111983__EP152001,36,31,True,,False
hurricane,EP111995__EP142014,41,35,True,,False
hurricane,AL111932__AL021916,47,51,True,,False
hurricane,EP012002__EP032014,31,41,True,,False
hurricane,EP112007__EP192014,30,35,True,,False
hurricane,EP102004__EP041984,33,48,True,,False
hurricane,EP071973__EP072007,25,34,True,,False
hurricane,AL121980__AL121973,61,37,True,,False
hurricane,EP141971__EP141998,27,47,True,,False
hurricane,EP081993__EP061968,56,41,True,,False
hurricane,EP041979__EP032004,27,28,True,,False
hurricane,EP042006__EP191982,33,27,True,,False
hurricane,EP071990__EP131987,28,29,True,,False
hurricane,EP121991__EP151985,46,38,True,,False
hurricane,EP031968__EP112004,27,44,True,,False
hurricane,EP072007__EP171994,34,31,True,,False
hurricane,EP101983__EP152007,31,50,True,,False
hurricane,EP081967__EP061992,25,34,True,,False
hurricane,EP072007__EP042002,34,30,True,,False
hurricane,EP092002__EP211992,26,40,True,,False
hurricane,EP041981__EP211992,25,40,True,,False
hurricane,EP081980__EP071995,30,27,True,,False
hurricane,AL091944__AL031917,29,35,True,,False
hurricane,EP041953__EP162003,25,25,True,,False
hurricane,EP021949__EP132003,25,31,True,,False
hurricane,AL021972__AL171995,35,39,True,,False
hurricane,EP142005__EP012015,33,40,True,,False
hurricane,AL151988__AL021958,45,37,True,,False
hurricane,EP111975__EP191982,37,27,True,,False
hurricane,AL052001__AL071887,27,39,True,,False
hurricane,AL081999__AL041851,50,49,True,,False
hurricane,EP101972__EP132003,29,31,True,,False
hurricane,EP041983__EP112004,26,44,True,,False
hurricane,AL052006__AL092013,26,46,True,,False
hurricane,AL111979__AL021915,68,75,True,,False
hurricane,EP051966__EP051952,25,29,True,,False
hurricane,AL111901__AL121987,39,30,True,,False
hurricane,EP081967__EP112004,25,44,True,,False
hurricane,EP031988__EP091995,28,29,True,,False
hurricane,EP081996__EP111995,29,41,True,,False
hurricane,AL182011__AL061926,31,27,True,,False
hurricane,AL061887__AL071894,38,42,True,,False
hurricane,AL041994__AL011963,30,43,True,,False
hurricane,EP031988__EP131986,28,28,True,,False
hurricane,EP152007__EP171994,50,31,True,,False
hurricane,EP081993__EP061981,56,27,True,,False
hurricane,AL021879__AL031966,32,36,True,,False
hurricane,EP051995__EP211992,36,40,True,,False
hurricane,EP051952__EP092002,29,26,True,,False
hurricane,EP172013__EP112012,48,33,True,,False
hurricane,EP161983__EP031957,26,27,True,,False
hurricane,EP151967__EP191982,27,27,True,,False
hurricane,AL181887__AL011930,26,50,True,,False
hurricane,AL061882__AL111878,45,33,True,,False
hurricane,AL051898__AL061906,43,45,True,,False
hurricane,AL112009__AL172008,31,35,True,,False
hurricane,AL091878__AL061950,32,38,True,,False
hurricane,AL031948__AL011949,44,37,True,,False
hurricane,EP012002__EP111988,31,34,True,,False
hurricane,EP121983__EP131987,34,29,True,,False
hurricane,EP111993__EP042002,32,30,True,,False
hurricane,EP021999__EP151989,32,40,True,,False
hurricane,EP101980__EP091995,26,29,True,,False
hurricane,EP141997__EP101968,34,29,True,,False
hurricane,AL022009__AL061989,26,36,True,,False
hurricane,AL011923__AL041979,28,29,True,,False
hurricane,AL031940__AL062008,38,59,True,,False
hurricane,EP141997__EP191982,34,27,True,,False
hurricane,AL101893__AL011968,35,51,True,,False
hurricane,AL031890__AL121933,33,60,True,,False
hurricane,AL012005__AL171995,25,39,True,,False
hurricane,AL021891__AL151988,51,45,True,,False
hurricane,AL061909__AL071892,34,45,True,,False
hurricane,AL091988__AL031894,44,44,True,,False
hurricane,EP161990__EP111982,55,34,True,,False
hurricane,AL011897__AL101936,43,49,True,,False
hurricane,EP031988__EP061966,28,43,True,,False
hurricane,EP071992__EP171985,42,45,True,,False
hurricane,AL101886__AL051950,25,38,True,,False
hurricane,EP161983__EP092013,26,31,True,,False
hurricane,AL061936__AL071887,31,39,True,,False
hurricane,EP041983__EP131986,26,28,True,,False
hurricane,EP092006__EP161967,35,55,True,,False
hurricane,AL061870__AL031909,40,36,True,,False
hurricane,AL071951__AL121973,35,37,True,,False
hurricane,AL081892__AL062005,30,37,True,,False
hurricane,AL041952__AL061908,40,50,True,,False
hurricane,AL061891__AL031995,39,41,True,,False
hurricane,EP121985__EP111982,42,34,True,,False
hurricane,AL031874__AL142011,42,42,True,,False
hurricane,EP071971__EP112004,29,44,True,,False
hurricane,AL021867__AL071961,28,41,True,,False
hurricane,EP141982__EP141967,36,37,True,,False
hurricane,AL011852__AL081959,45,50,True,,False
hurricane,AL091878__AL101903,32,35,True,,False
hurricane,EP111975__EP121991,37,46,True,,False
hurricane,AL041953__AL112010,52,61,True,,False
hurricane,EP141971__EP021984,27,82,True,,False
hurricane,EP161983__EP072007,26,34,True,,False
hurricane,EP091988__EP042010,36,50,True,,False
hurricane,AL021923__AL101984,38,33,True,,False
hurricane,EP061992__EP171990,34,39,True,,False
hurricane,EP141994__EP201992,28,69,True,,False
hurricane,EP041971__EP171992,47,49,True,,False
hurricane,AL091968__AL131981,38,47,True,,False
hurricane,EP151967__EP112004,27,44,True,,False
hurricane,EP141971__EP152001,27,31,True,,False
hurricane,EP051990__EP131986,26,28,True,,False
hurricane,AL041858__AL061950,32,38,True,,False
hurricane,AL031895__AL071956,39,52,True,,False
hurricane,EP041979__EP071990,27,28,True,,False
hurricane,EP081978__EP131986,32,28,True,,False
hurricane,AL071871__AL041979,33,29,True,,False
hurricane,EP121968__EP091995,37,29,True,,False
hurricane,AL041994__AL142011,30,42,True,,False
hurricane,AL021942__AL051950,26,38,True,,False
hurricane,EP032006__EP171985,27,45,True,,False
hurricane,EP012002__EP241990,31,41,True,,False
hurricane,AL121893__AL082005,32,44,True,,False
hurricane,EP081983__EP101986,42,44,True,,False
hurricane,AL021943__AL011928,26,46,True,,False
hurricane,AL031872__AL071961,48,41,True,,False
hurricane,EP151967__EP131986,27,28,True,,False
hurricane,EP132014__EP221992,46,98,True,,False
hurricane,EP012012__EP042013,26,40,True,,False
hurricane,EP051979__EP171990,29,39,True,,False
hurricane,EP151989__EP191982,40,27,True,,False
hurricane,AL041958__AL192011,30,27,True,,False
hurricane,AL081931__AL091958,25,26,True,,False
hurricane,AL021900__AL031950,50,61,True,,False
hurricane,AL011892__AL011968,33,51,True,,False
hurricane,AL111909__AL111924,30,38,True,,False
hurricane,AL072010__AL112010,55,61,True,,False
hurricane,EP031968__EP131986,27,28,True,,False
hurricane,AL121893__AL131981,32,47,True,,False
hurricane,EP011970__EP091972,31,33,True,,False
hurricane,EP091965__EP171990,37,39,True,,False
hurricane,EP041991__EP012002,26,31,True,,False
hurricane,AL061882__AL041985,45,37,True,,False
hurricane,EP101985__EP131986,37,28,True,,False
hurricane,AL051935__AL121988,39,39,True,,False
hurricane,EP071971__EP091995,29,29,True,,False
hurricane,AL021922__AL101995,62,66,True,,False
hurricane,AL031894__AL162011,44,59,True,,False
hurricane,AL091964__AL081996,48,53,True,,False
hurricane,EP061982__EP112004,32,44,True,,False
hurricane,EP151989__EP131986,40,28,True,,False
hurricane,EP071978__EP112004,29,44,True,,False
hurricane,AL082014__AL011950,39,51,True,,False
hurricane,EP171987__EP061984,27,27,True,,False
hurricane,AL092011__AL031966,43,36,True,,False
hurricane,AL041893__AL091979,47,55,True,,False
hurricane,EP061972__EP071976,49,54,True,,False
hurricane,EP171987__EP071995,27,27,True,,False
hurricane,EP171983__EP071976,51,54,True,,False
hurricane,EP141997__EP131986,34,28,True,,False
hurricane,AL021877__AL041979,34,29,True,,False
hurricane,AL111950__AL021942,31,26,True,,False
hurricane,AL061886__AL122000,52,42,True,,False
hurricane,AL011897__AL071901,43,55,True,,False
hurricane,AL011963__AL081996,43,53,True,,False
hurricane,AL071865__AL111924,34,38,True,,False
hurricane,EP111975__EP131986,37,28,True,,False
hurricane,AL061879__AL051881,33,37,True,,False
hurricane,AL041917__AL131971,43,51,True,,False
hurricane,EP181984__EP172014,36,44,True,,False
hurricane,AL071898__AL082008,49,49,True,,False
hurricane,EP141971__EP041975,27,41,True,,False
hurricane,AL061940__AL011953,29,53,True,,False
hurricane,EP132015__EP071976,63,54,True,,False
hurricane,AL061891__AL082014,39,39,True,,False
hurricane,EP121991__EP091971,46,35,True,,False
hurricane,EP012015__EP132012,40,44,True,,False
hurricane,EP101980__EP061966,26,43,True,,False
hurricane,AL061921__AL181933,43,55,True,,False
hurricane,AL061936__AL071944,31,32,True,,False
hurricane,EP191984__EP092012,33,47,True,,False
hurricane,EP101958__EP211989,27,46,True,,False
hurricane,EP141982__EP031957,36,27,True,,False
hurricane,EP102004__EP171985,33,45,True,,False
hurricane,EP111980__EP071976,55,54,True,,False
hurricane,EP071973__EP112004,25,44,True,,False
hurricane,AL021895__AL051933,36,51,True,,False
hurricane,EP121968__EP131986,37,28,True,,False
hurricane,AL101980__AL011897,27,43,True,,False
hurricane,AL061891__AL031896,39,43,True,,False
hurricane,EP041953__EP012002,25,31,True,,False
hurricane,AL031905__AL051950,28,38,True,,False
hurricane,EP032006__EP201992,27,69,True,,False
hurricane,AL111950__AL201971,31,33,True,,False
hurricane,AL051892__AL042004,48,46,True,,False
hurricane,AL021876__AL112004,33,69,True,,False
hurricane,AL121978__AL051892,33,48,True,,False
hurricane,AL061947__AL041985,27,37,True,,False
hurricane,AL142011__AL041893,42,47,True,,False
hurricane,EP031991__EP181985,45,46,True,,False
hurricane,AL111901__AL021998,39,49,True,,False
hurricane,EP021999__EP092012,32,47,True,,False
hurricane,EP062012__EP132009,40,39,True,,False
hurricane,EP111967__EP062006,27,41,True,,False
hurricane,EP141971__EP021983,27,38,True,,False
hurricane,EP111967__EP142014,27,35,True,,False
hurricane,AL021928__AL102002,42,55,True,,False
hurricane,AL121973__AL022008,37,74,True,,False
hurricane,AL061870__AL011948,40,28,True,,False
hurricane,EP141997__EP061992,34,34,True,,False
hurricane,AL142013__AL111966,26,39,True,,False
hurricane,EP091972__EP112004,33,44,True,,False
hurricane,EP062012__EP022015,40,38,True,,False
hurricane,AL031889__AL072013,39,36,True,,False
hurricane,AL061915__AL011926,42,47,True,,False
hurricane,AL041872__AL121990,28,62,True,,False
hurricane,AL081979__AL041899,25,43,True,,False
hurricane,EP141971__EP172013,27,48,True,,False
hurricane,EP152007__EP012015,50,40,True,,False
hurricane,AL051876__AL111924,49,38,True,,False
hurricane,AL061879__AL031933,33,55,True,,False
hurricane,AL081999__AL051964,50,64,True,,False
hurricane,AL052001__AL021885,27,32,True,,False
hurricane,AL051888__AL011940,28,32,True,,False
hurricane,AL091947__AL011953,36,53,True,,False
hurricane,AL041857__AL051933,29,51,True,,False
hurricane,AL112009__AL091947,31,36,True,,False
hurricane,EP131967__EP152007,33,50,True,,False
hurricane,AL051903__AL171887,32,30,True,,False
hurricane,EP041979__EP062006,27,41,True,,False
hurricane,AL121893__AL032012,32,31,True,,False
hurricane,AL031943__AL031924,34,50,True,,False
hurricane,AL051906__AL041992,63,52,True,,False
hurricane,AL082012__AL111966,26,39,True,,False
hurricane,AL092013__AL042004,46,46,True,,False
hurricane,EP051984__EP241990,44,41,True,,False
hurricane,EP101975__EP112004,31,44,True,,False
hurricane,AL011920__AL111976,38,45,True,,False
hurricane,AL061866__AL092005,48,56,True,,False
hurricane,AL071867__AL041979,34,29,True,,False
hurricane,AL111932__AL111964,47,35,True,,False
hurricane,AL062006__AL042005,47,59,True,,False
hurricane,EP141982__EP092013,36,31,True,,False
hurricane,AL091958__AL131974,26,38,True,,False
hurricane,AL031988__AL091964,39,48,True,,False
hurricane,AL041887__AL131971,37,51,True,,False
hurricane,AL041889__AL081934,48,29,True,,False
hurricane,AL051881__AL031875,37,45,True,,False
hurricane,AL031943__AL061908,34,50,True,,False
hurricane,AL021904__AL071961,33,41,True,,False
hurricane,AL091933__AL021885,34,32,True,,False
hurricane,AL131916__AL031943,36,34,True,,False
hurricane,EP141997__EP061966,34,43,True,,False
hurricane,EP031968__EP061966,27,43,True,,False
hurricane,AL061879__AL031875,33,45,True,,False
hurricane,AL031965__AL061979,68,57,True,,False
hurricane,AL021902__AL011939,37,28,True,,False
hurricane,AL021890__AL031937,41,39,True,,False
hurricane,AL031962__AL031915,40,59,True,,False
hurricane,AL141933__AL051933,38,51,True,,False
hurricane,AL031893__AL121987,50,30,True,,False
hurricane,AL091947__AL172008,36,35,True,,False
hurricane,AL061887__AL011950,38,51,True,,False
hurricane,AL021879__AL071898,32,49,True,,False
hurricane,EP152007__EP061966,50,43,True,,False
hurricane,AL041858__AL091980,32,32,True,,False
hurricane,AL051933__AL131967,51,70,True,,False
hurricane,EP021969__EP112004,33,44,True,,False
hurricane,AL071891__AL111924,25,38,True,,False
hurricane,AL021963__AL041924,34,48,True,,False
hurricane,AL061882__AL061939,45,39,True,,False
hurricane,AL041961__AL092006,40,62,True,,False
hurricane,AL102003__AL062010,53,51,True,,False
hurricane,AL091887__AL051933,47,51,True,,False
hurricane,AL061991__AL061976,43,37,True,,False
hurricane,AL041994__AL081996,30,53,True,,False
hurricane,AL091980__AL041893,32,47,True,,False
hurricane,EP031991__EP092012,45,47,True,,False
hurricane,AL061940__AL172008,29,35,True,,False
hurricane,EP021991__EP092012,30,47,True,,False
hurricane,EP031975__EP112004,35,44,True,,False
hurricane,AL031961__AL051894,51,49,True,,False
hurricane,EP172014__EP042010,44,50,True,,False
hurricane,AL021867__AL061886,28,52,True,,False
hurricane,AL082014__AL061887,39,38,True,,False
hurricane,AL071869__AL091990,32,26,True,,False
hurricane,EP061989__EP071976,42,54,True,,False
hurricane,AL021902__AL021972,37,35,True,,False
hurricane,AL031916__AL021935,52,43,True,,False
hurricane,AL021961__AL131978,41,50,True,,False
hurricane,AL021879__AL041899,32,43,True,,False
hurricane,EP011970__EP092012,31,47,True,,False
hurricane,AL031879__AL051950,25,38,True,,False
hurricane,AL061955__AL071964,31,49,True,,False
hurricane,AL151975__AL071963,46,69,True,,False
hurricane,AL031883__AL061915,39,42,True,,False
hurricane,AL041889__AL031883,48,39,True,,False
hurricane,AL081954__AL041949,41,35,True,,False
hurricane,AL041899__AL082008,43,49,True,,False
hurricane,AL021867__AL071898,28,49,True,,False
hurricane,AL062004__AL051961,74,67,True,,False
hurricane,AL132000__AL061948,52,54,True,,False
hurricane,AL041999__AL031913,51,70,True,,False
hurricane,EP091995__EP061966,29,43,True,,False
hurricane,AL061882__AL111924,45,38,True,,False
hurricane,AL071944__AL041899,32,43,True,,False
hurricane,AL061921__AL101926,43,57,True,,False
hurricane,AL111985__AL011948,36,28,True,,False
hurricane,AL041865__AL051881,37,37,True,,False
hurricane,AL031879__AL111950,25,31,True,,False
hurricane,AL021916__AL091947,51,36,True,,False
hurricane,AL071891__AL041985,25,37,True,,False
hurricane,AL041917__AL031901,43,42,True,,False
hurricane,AL041915__AL182012,27,45,True,,False
hurricane,AL111916__AL031962,31,40,True,,False
hurricane,EP091959__EP041963,31,39,True,,False
hurricane,AL031958__AL041965,47,63,True,,False
hurricane,AL091945__AL041899,39,43,True,,False
hurricane,AL061940__AL091947,29,36,True,,False
hurricane,AL111967__AL091980,29,32,True,,False
hurricane,EP081972__EP112001,41,48,True,,False
hurricane,EP191982__EP112004,27,44,True,,False
hurricane,AL031932__AL051999,39,66,True,,False
hurricane,AL061933__AL101989,62,58,True,,False
hurricane,AL072006__AL031955,62,67,True,,False
hurricane,AL132000__AL122011,52,64,True,,False
hurricane,AL031894__AL151975,44,46,True,,False
hurricane,AL061886__AL071898,52,49,True,,False
hurricane,AL091969__AL252005,37,47,True,,False
hurricane,AL101987__AL092013,49,46,True,,False
hurricane,AL131974__AL061886,38,52,True,,False
hurricane,AL031913__AL101989,70,58,True,,False
hurricane,AL031916__AL041851,52,49,True,,False
hurricane,AL011885__AL211995,36,29,True,,False
hurricane,AL011885__AL071894,36,42,True,,False
hurricane,AL032005__AL071956,34,52,True,,False
hurricane,AL071892__AL051933,45,51,True,,False
hurricane,AL111989__AL131995,64,66,True,,False
hurricane,AL051863__AL071887,32,39,True,,False
hurricane,AL181887__AL091888,26,64,True,,False
hurricane,AL091979__AL051899,55,52,True,,False
hurricane,AL041887__AL031901,37,42,True,,False
hurricane,AL091999__AL031913,49,70,True,,False
hurricane,EP131986__EP112004,28,44,True,,False
hurricane,AL081969__AL072006,45,62,True,,False
hurricane,AL071924__AL051996,48,73,True,,False
hurricane,AL211995__AL071894,29,42,True,,False
hurricane,AL091999__AL061933,49,62,True,,False
hurricane,AL081969__AL021996,45,51,True,,False
hurricane,AL171933__AL091969,33,37,True,,False
hurricane,AL082014__AL061937,39,31,True,,False
hurricane,AL051989__AL051964,38,64,True,,False
hurricane,AL112010__AL111989,61,64,True,,False
hurricane,AL091964__AL041851,48,49,True,,False
hurricane,AL112010__AL051960,61,72,True,,False
hurricane,AL071951__AL091985,35,65,True,,False
hurricane,AL141975__AL132004,46,55,True,,False
hurricane,AL061891__AL061937,39,31,True,,False
hurricane,AL092011__AL061889,43,61,True,,False
hurricane,AL101987__AL031900,49,62,True,,False
hurricane,AL071951__AL041906,35,74,True,,False
hurricane,AL091985__AL022008,65,74,True,,False
hurricane,AL071924__AL031853,48,48,True,,False
hurricane,AL071961__AL131887,41,53,True,,False
hurricane,AL071898__AL041899,49,43,True,,False
hurricane,AL081958__AL082006,54,55,True,,False
hurricane,AL171972__AL031900,41,62,True,,False
hurricane,AL061933__AL031913,62,70,True,,False
hurricane,AL131971__AL031901,51,42,True,,False
hurricane,AL072006__AL011900,62,81,True,,False
